SBD,ma_nganh,to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,ma_nhom
2014620,7380107,A00,,,,7.75,,,,8.0,7.6,,8
2048953,7510301,A01,,,6.6,7.2,,,,7.0,,,5
2035265,7340101,D01,7.2,,6.8,6.75,,,,,,,1
38002037,7340301,A00,,,,8.0,,,,7.75,8.0,,2
53003413,7810103,D01,7.75,,7.6,7.6,,,,,,,4
2022295,7340201,D01,6.75,,8.8,7.8,,,,,,,2
35005239,7819009,A01,,,7.6,5.75,,,,6.2,,,4
53012126,7540106,B00,,,,6.75,,,,,6.5,6.2,7
48004419,7540101,A00,,,,7.75,,,,7.5,7.4,,7
52001398,7540204,D01,7.75,,6.6,6.4,,,,,,,6
52011673,7340122,A00,,,,7.75,,,,7.5,7.8,,1
2031091,7540101,D07,,,8.8,7.6,,,,,8.25,,7
2062059,7340301,D01,7.8,,6.0,7.25,,,,,,,2
47001447,7510301,A01,,,6.6,5.8,,,,7.0,,,5
60000349,7810103,A01,,,8.0,8.0,,,,7.5,,,4
43009101,7540106,A01,,,7.6,7.8,,,,6.5,,,7
43004553,7340301,A00,,,,6.5,,,,6.0,7.4,,2
41005745,7810202,D01,7.4,,7.0,6.5,,,,,,,4
53000357,7480201,D01,8.5,,7.6,8.0,,,,,,,0
2042257,7380107,D15,6.5,7.6,5.75,,,,,,,,8
38000875,7220201,D01,5.8,,8.6,8.5,,,,,,,8
43007221,7480202,A00,,,,7.6,,,,5.75,7.25,,0
42013809,7420201,B00,,,,6.5,,,,,6.0,7.0,7
42004310,7540106,A00,,,,7.6,,,,5.5,6.0,,7
2015882,7340122,D01,7.0,,7.8,7.25,,,,,,,1
2082242,7520115,A00,,,,6.0,,,,7.0,5.2,,6
40020037,7340120,D01,7.6,,7.6,7.5,,,,,,,1
56003219,7340120,A00,,,,5.75,,,,8.0,7.8,,1
37010957,7510303,D01,5.75,,4.4,7.2,,,,,,,5
2023328,7420201,B00,,,,7.6,,,,,7.5,5.0,7
37016308,7510401,A00,,,,7.2,,,,6.5,6.25,,6
2026728,7540101,A00,,,,8.75,,,,8.0,7.6,,7
51004295,7340201,D01,6.6,,6.8,8.25,,,,,,,2
2072579,7380107,D01,8.0,,8.0,7.8,,,,,,,8
2076637,7380107,D01,6.0,,6.2,7.5,,,,,,,8
37004669,7810103,A01,,,6.8,6.75,,,,6.2,,,4
42012146,7510203,D01,5.8,,5.8,7.25,,,,,,,5
2024423,7340201,D01,6.6,,7.2,8.0,,,,,,,2
49011567,7810202,D15,7.5,5.0,6.0,,,,,,,,4
45002884,7480202,A00,,,,7.4,,,,6.5,5.5,,0
37011660,7340120,D01,6.0,,6.0,9.5,,,,,,,1
43006931,7480202,A00,,,,8.0,,,,6.0,6.75,,0
59007684,7340120,A01,,,7.6,7.75,,,,8.6,,,1
2069435,7480201,D07,,,7.4,7.0,,,,,7.2,,0
49013863,7340301,A00,,,,6.0,,,,8.0,8.0,,2
39001625,7340101,D01,7.25,,9.4,8.2,,,,,,,1
63006901,7480201,A00,,,,9.0,,,,4.5,7.4,,0
54003543,7510401,A01,,,8.0,8.6,,,,7.5,,,6
2060761,7380107,D01,6.8,,5.6,7.5,,,,,,,8
2014311,7510301,D07,,,8.4,6.8,,,,,7.75,,5
41011986,7340115,D01,8.25,,9.0,8.4,,,,,,,1
51007846,7340129,D01,7.4,,6.6,7.5,,,,,,,7
60005028,7510401,A00,,,,6.5,,,,6.0,7.0,,6
40011151,7340101,D01,7.25,,8.8,7.6,,,,,,,1
39010578,7340201,A00,,,,7.0,,,,7.0,8.0,,2
37006001,7380107,D01,6.75,,8.0,7.6,,,,,,,8
2023671,7220201,D01,7.0,,9.8,7.2,,,,,,,8
2060518,7480201,A01,,,8.0,8.0,,,,7.75,,,0
2024816,7480201,D07,,,7.6,7.25,,,,,8.4,,0
2058356,7510202,A00,,,,5.5,,,,6.25,5.8,,5
2078927,7340101,D01,7.2,,8.0,6.25,,,,,,,1
44005918,7510303,A00,,,,7.25,,,,6.25,7.8,,5
39002242,7480201,A00,,,,7.0,,,,6.0,8.8,,0
56010914,7420201,B00,,,,7.5,,,,,6.5,7.6,7
2015605,7340205,D01,6.0,,5.6,7.25,,,,,,,2
52006540,7810103,A00,,,,6.25,,,,6.75,6.6,,4
44012226,7540106,B00,,,,7.25,,,,,5.75,8.0,7
35012700,7340101,A00,,,,8.0,,,,7.75,7.75,,1
38005293,7480201,A01,,,6.8,8.25,,,,8.4,,,0
2078597,7480202,D01,6.0,,8.2,7.0,,,,,,,0
33004053,7340101,D01,5.8,,6.8,8.5,,,,,,,1
49002387,7340115,A00,,,,7.25,,,,8.75,7.8,,1
35002648,7540101,A00,,,,7.75,,,,6.75,7.0,,7
49010488,7340301,A00,,,,7.0,,,,8.5,7.4,,2
46005332,7340301,A00,,,,8.8,,,,7.25,6.75,,2
2030383,7340101,D01,8.2,,7.0,6.75,,,,,,,1
2020857,7420201,A00,,,,7.8,,,,7.25,6.75,,7
44007837,7340301,A00,,,,6.5,,,,7.0,6.8,,2
61000247,7340115,D01,8.2,,8.2,7.75,,,,,,,1
63005618,7540106,A00,,,,8.2,,,,5.0,7.25,,7
2054244,7220204,A01,,,8.2,7.0,,,,6.4,,,8
56001929,7420201,B00,,,,7.75,,,,,8.25,7.4,7
2039722,7810201,A00,,,,7.25,,,,7.25,7.4,,4
44014140,7380107,A00,,,,6.25,,,,7.5,6.6,,8
2022773,7340122,A01,,,7.0,8.0,,,,7.6,,,1
2035813,7340123,A01,,,8.0,7.0,,,,6.0,,,3
53008290,7540101,D07,,,8.0,7.8,,,,,8.75,,7
2032580,7540101,B00,,,,7.25,,,,,8.25,7.2,7
48017161,7340101,D01,6.6,,6.4,7.5,,,,,,,1
2079021,7510301,A00,,,,8.2,,,,5.0,5.75,,5
52007864,7340120,A00,,,,7.0,,,,7.75,7.6,,1
48028703,7340129,A00,,,,6.75,,,,5.75,8.8,,7
33007290,7510202,A01,,,7.4,8.4,,,,7.5,,,5
57008811,7340129,D01,5.75,,7.6,7.4,,,,,,,7
2040425,7220201,D01,7.25,,8.4,7.8,,,,,,,8
49009893,7510401,A00,,,,6.25,,,,8.5,7.4,,6
2036276,7340120,D01,7.4,,8.2,7.25,,,,,,,1
51016655,7380107,A00,,,,7.75,,,,7.25,7.8,,8
43004324,7810201,D01,7.25,,8.0,7.0,,,,,,,4
42006925,7510303,A01,,,7.0,5.75,,,,8.0,,,5
49009445,7480201,A00,,,,8.0,,,,8.0,7.0,,0
39010119,7480201,D07,,,7.2,7.0,,,,,7.4,,0
2048196,7540106,D07,,,6.8,6.8,,,,,8.0,,7
2017239,7340115,D01,7.4,,7.8,7.75,,,,,,,1
48011122,7819010,A00,,,,5.5,,,,6.75,7.0,,4
46004945,7810103,A00,,,,5.75,,,,8.0,7.0,,4
48014530,7540106,A01,,,7.2,7.25,,,,6.6,,,7
61006863,7510401,B00,,,,6.6,,,,,7.5,5.25,6
2082968,7510202,D01,5.4,,7.8,7.25,,,,,,,5
53005717,7810103,D01,5.8,,6.6,7.5,,,,,,,4
43004758,7810103,A00,,,,7.4,,,,7.25,7.25,,4
43003117,7340201,A00,,,,6.25,,,,7.5,6.6,,2
38003167,7340201,D01,7.0,,8.0,7.6,,,,,,,2
46009317,7340115,A00,,,,7.75,,,,8.25,8.0,,1
2043880,7480201,A00,,,,7.5,,,,7.0,6.6,,0
2061523,7340129,A00,,,,7.0,,,,7.25,8.2,,7
47000626,7540101,A00,,,,7.75,,,,7.75,8.8,,7
2084018,7810103,D01,8.2,,7.2,7.0,,,,,,,4
47005038,7510401,A00,,,,7.2,,,,6.5,6.75,,6
48020673,7480202,A01,,,7.6,7.25,,,,7.4,,,0
2008168,7540105,D07,,,6.4,7.25,,,,,5.4,,7
44006707,7510401,A00,,,,7.0,,,,7.5,7.8,,6
2043056,7480202,D07,,,7.6,7.5,,,,,7.0,,0
35006829,7340115,D01,7.6,,7.4,8.75,,,,,,,1
2035226,7340129,D01,6.2,,7.6,7.5,,,,,,,7
40002045,7340122,A00,,,,7.75,,,,7.5,7.2,,1
2035312,7510301,D01,5.75,,5.2,7.4,,,,,,,5
43006586,7340201,A00,,,,6.25,,,,7.25,7.2,,2
2043875,7810103,D01,6.0,,6.4,8.0,,,,,,,4
47009351,7340120,A00,,,,8.25,,,,6.75,8.0,,1
2002435,7340115,D01,7.6,,7.4,7.5,,,,,,,1
2037853,7819010,D07,,,4.8,6.5,,,,,7.6,,4
47009791,7540101,A00,,,,7.5,,,,7.5,7.6,,7
44011039,7340101,A00,,,,7.75,,,,7.5,7.8,,1
37016528,7819010,B00,,,,6.25,,,,,6.75,6.8,4
37015641,7340120,D01,8.0,,8.6,7.2,,,,,,,1
35005601,7420201,A00,,,,7.0,,,,4.5,6.25,,7
48027086,7340301,A00,,,,7.4,,,,7.5,8.25,,2
40013614,7220204,A01,,,7.2,7.75,,,,6.8,,,8
35007376,7510303,D01,7.0,,7.8,6.75,,,,,,,5
50012373,7510406,D07,,,7.2,6.5,,,,,5.8,,7
60000014,7480202,D01,7.75,,5.4,7.6,,,,,,,0
46008030,7220201,D01,8.0,,7.2,8.25,,,,,,,8
2017542,7540101,B00,,,,7.5,,,,,7.75,7.2,7
37006851,7340120,A01,,,7.8,8.2,,,,7.25,,,1
49011634,7810103,D15,8.25,7.4,6.5,,,,,,,,4
2040823,7220201,D01,8.25,,9.0,8.0,,,,,,,8
35007685,7340120,D01,8.25,,7.0,8.0,,,,,,,1
48003836,7480202,A00,,,,6.6,,,,7.5,5.5,,0
46002222,7480201,A00,,,,8.4,,,,7.25,7.25,,0
48013638,7510301,D01,6.0,,7.4,6.4,,,,,,,5
2035594,7340120,A01,,,8.0,8.25,,,,8.4,,,1
46006753,7220201,D01,7.5,,8.6,7.0,,,,,,,8
30014629,7480201,D01,6.4,,7.8,8.75,,,,,,,0
2028346,7340123,D01,7.0,,6.8,7.6,,,,,,,3
37012035,7340123,A00,,,,6.25,,,,6.75,7.0,,3
2009657,7340129,D01,7.6,,7.6,6.5,,,,,,,7
50000520,7340115,A00,,,,6.75,,,,8.25,7.8,,1
2088170,7340101,A01,,,8.6,8.4,,,,8.0,,,1
39005543,7340120,D01,7.0,,8.4,7.8,,,,,,,1
19014354,7340115,D01,7.2,,8.2,8.25,,,,,,,1
2045126,7540106,A01,,,9.0,8.0,,,,6.25,,,7
2045425,7480201,D01,6.8,,7.4,8.0,,,,,,,0
35009712,7340120,A01,,,8.6,8.4,,,,7.0,,,1
41002904,7480201,A01,,,8.4,8.0,,,,7.8,,,0
47009672,7510202,D01,6.25,,2.8,7.0,,,,,,,5
35010924,7510303,A00,,,,7.75,,,,6.75,7.4,,5
35004219,7510202,D01,5.5,,3.4,6.4,,,,,,,5
52009216,7340115,D01,7.2,,7.4,8.0,,,,,,,1
37004295,7540204,D01,6.25,,4.2,8.0,,,,,,,6
2063970,7510301,A00,,,,6.8,,,,5.5,6.25,,5
2044562,7220201,D01,6.8,,7.0,8.0,,,,,,,8
2047680,7340301,D01,7.75,,8.6,7.2,,,,,,,2
48018727,7340101,D01,6.0,,7.0,8.25,,,,,,,1
2065387,7480201,D07,,,7.6,8.2,,,,,7.25,,0
2071063,7480201,D07,,,9.2,7.2,,,,,7.75,,0
2082539,7340201,A00,,,,6.75,,,,7.5,7.6,,2
47008180,7340101,A00,,,,6.75,,,,7.5,8.0,,1
53014683,7340115,A00,,,,6.25,,,,8.0,8.0,,1
47009485,7540204,D01,6.0,,7.4,7.0,,,,,,,6
31002777,7540106,A00,,,,6.8,,,,7.25,6.75,,7
2044453,7510301,D07,,,7.0,7.25,,,,,7.2,,5
2031011,7540106,B00,,,,7.25,,,,,5.5,6.2,7
2057418,7810103,D15,7.5,7.6,6.0,,,,,,,,4
37012522,7340120,A00,,,,7.5,,,,8.25,8.2,,1
2020111,7480201,A01,,,8.0,7.25,,,,7.4,,,0
2008203,7340201,D01,6.75,,9.2,7.8,,,,,,,2
61009402,7340115,D01,7.4,,7.4,8.5,,,,,,,1
39002600,7340120,D01,7.8,,7.4,7.0,,,,,,,1
49003043,7540101,A00,,,,6.5,,,,7.25,8.4,,7
48001688,7810202,D01,6.2,,6.4,7.75,,,,,,,4
2067498,7510301,D01,6.5,,7.0,6.6,,,,,,,5
2068558,7540101,D07,,,8.6,8.6,,,,,8.0,,7
49015402,7420201,A00,,,,7.4,,,,6.75,7.75,,7
2071399,7510203,D01,3.5,,6.0,7.2,,,,,,,5
2005865,7480201,D01,7.0,,9.2,6.6,,,,,,,0
39010258,7510203,D01,4.0,,4.8,7.2,,,,,,,5
52011903,7510303,A00,,,,5.5,,,,6.0,7.6,,5
48001851,7480201,D07,,,7.2,7.5,,,,,7.8,,0
8004374,7340122,D01,7.2,,7.6,8.5,,,,,,,1
49010265,7340301,A00,,,,8.4,,,,7.5,8.25,,2
35004583,7540101,B00,,,,7.75,,,,,7.75,6.8,7
2084108,7340101,A01,,,9.2,7.8,,,,7.5,,,1
2009170,7520115,A00,,,,5.5,,,,5.5,6.6,,6
35009482,7540101,B00,,,,7.75,,,,,6.25,6.6,7
2068124,7540101,A01,,,9.2,7.4,,,,7.5,,,7
51014068,7340201,D01,7.4,,7.6,8.5,,,,,,,2
37004039,7340101,A00,,,,8.2,,,,7.75,7.75,,1
37001019,7340115,A00,,,,7.25,,,,9.25,7.4,,1
2036100,7480202,A01,,,8.6,7.5,,,,7.0,,,0
2063824,7380107,D01,7.4,,7.6,7.5,,,,,,,8
2071495,7340115,A01,,,9.2,8.4,,,,7.25,,,1
2021171,7480202,A00,,,,6.6,,,,5.0,6.75,,0
51000084,7480201,D01,6.75,,7.4,8.4,,,,,,,0
60001205,7510203,D01,6.0,,7.8,6.75,,,,,,,5
50002814,7510303,A01,,,6.8,6.5,,,,7.2,,,5
53003789,7480201,D01,9.0,,7.4,7.75,,,,,,,0
54013612,7340120,D01,7.5,,8.6,7.4,,,,,,,1
2012134,7510301,A00,,,,6.0,,,,4.25,7.0,,5
53003109,7810202,A00,,,,7.25,,,,7.0,7.8,,4
53014266,7340301,A00,,,,8.25,,,,8.5,7.6,,2
32001522,7510301,D01,7.5,,3.6,7.4,,,,,,,5
46007894,7810103,D01,8.0,,6.8,7.4,,,,,,,4
57006189,7480201,A00,,,,7.5,,,,8.0,7.8,,0
52011655,7340101,A00,,,,7.75,,,,7.5,6.6,,1
2020773,7510303,D07,,,7.4,7.25,,,,,7.2,,5
2074419,7380107,D01,5.6,,6.4,7.5,,,,,,,8
2035189,7480201,D01,8.8,,7.8,6.75,,,,,,,0
43000625,7480201,D01,7.0,,6.2,8.0,,,,,,,0
44005620,7510203,D01,7.2,,7.4,6.5,,,,,,,5
2089270,7810103,A00,,,,8.2,,,,8.0,8.0,,4
48011576,7340122,D01,7.8,,8.0,8.25,,,,,,,1
44008797,7540101,B00,,,,9.0,,,,,8.0,6.75,7
46009024,7340301,D01,8.5,,6.4,8.4,,,,,,,2
56000542,7480202,D01,5.0,,4.4,8.2,,,,,,,0
45002351,7510203,D01,3.4,,7.2,6.0,,,,,,,5
44011172,7340301,A00,,,,8.4,,,,7.0,7.5,,2
38001298,7340120,D01,7.0,,7.2,8.25,,,,,,,1
2075163,7510301,D01,3.6,,6.2,7.25,,,,,,,5
56004259,7510303,A00,,,,7.4,,,,6.5,4.0,,5
2062473,7540101,D07,,,7.6,6.75,,,,,7.6,,7
2047770,7420201,B00,,,,8.4,,,,,7.5,7.25,7
2022958,7520115,D01,6.25,,8.0,6.0,,,,,,,6
37013536,7340115,D01,7.4,,7.8,7.5,,,,,,,1
2040169,7480201,A00,,,,7.8,,,,6.75,8.0,,0
2039459,7340201,A00,,,,7.75,,,,7.5,7.2,,2
45000354,7340301,A00,,,,7.75,,,,7.0,7.8,,2
51009650,7540101,B00,,,,8.2,,,,,7.0,8.5,7
37009644,7340120,D01,7.0,,8.0,8.0,,,,,,,1
52002167,7510301,A01,,,8.0,8.0,,,,6.8,,,5
48010092,7420201,A00,,,,6.25,,,,7.5,7.2,,7
2043702,7340201,A00,,,,7.25,,,,8.25,7.6,,2
48008046,7540101,D07,,,7.4,8.75,,,,,7.8,,7
2043700,7340101,A01,,,7.8,7.75,,,,8.0,,,1
56007118,7340122,D01,7.0,,7.8,7.0,,,,,,,1
53002363,7510303,A00,,,,6.5,,,,7.25,7.4,,5
46001399,7540101,A00,,,,7.5,,,,7.25,7.8,,7
37004619,7480202,A00,,,,6.75,,,,8.0,7.2,,0
60004761,7540101,D07,,,8.0,8.2,,,,,7.25,,7
61003641,7480202,A01,,,7.6,7.25,,,,7.6,,,0
41010759,7340301,A00,,,,8.0,,,,7.75,8.2,,2
41001027,7480202,D01,7.8,,6.0,8.0,,,,,,,0
47012658,7220201,D09,,,7.8,7.75,,,8.0,,,,8
63005746,7480201,A00,,,,8.6,,,,7.25,7.5,,0
44000529,7220201,D01,7.75,,9.2,6.8,,,,,,,8
46007326,7340120,A00,,,,9.0,,,,6.25,8.0,,1
56006919,7340120,A00,,,,7.6,,,,8.0,7.5,,1
49007084,7510401,D07,,,5.6,7.4,,,,,8.0,,6
50013551,7510401,A00,,,,7.75,,,,6.0,6.6,,6
2024709,7340201,A00,,,,6.5,,,,6.75,8.4,,2
40008027,7480201,A01,,,7.6,8.5,,,,8.6,,,0
48032335,7220201,D01,8.4,,6.8,8.0,,,,,,,8
43005858,7220204,D01,6.5,,8.8,7.0,,,,,,,8
46007761,7540204,A00,,,,6.25,,,,7.25,7.4,,6
40007192,7340201,D01,4.8,,7.8,7.5,,,,,,,2
2039234,7220204,D01,8.2,,8.0,7.25,,,,,,,8
2039920,7819010,A00,,,,7.25,,,,6.0,8.4,,4
53014379,7480201,A00,,,,7.0,,,,8.25,8.4,,0
63003621,7340101,D01,6.6,,7.0,8.0,,,,,,,1
2001961,7810202,D01,5.8,,6.2,7.0,,,,,,,4
2064069,7480201,A01,,,8.4,7.75,,,,7.4,,,0
47000848,7340301,A00,,,,7.75,,,,8.25,7.4,,2
2035756,7340122,A00,,,,7.5,,,,6.75,8.2,,1
28003965,7510303,D01,7.0,,6.8,7.25,,,,,,,5
49005668,7810202,D01,7.75,,7.0,7.6,,,,,,,4
37012242,7510203,A00,,,,7.4,,,,7.0,6.25,,5
40013682,7480201,D01,6.8,,7.6,7.25,,,,,,,0
39010610,7540101,D07,,,8.0,8.6,,,,,8.0,,7
2064274,7340101,D01,7.6,,7.8,7.25,,,,,,,1
2007116,7380107,A00,,,,8.2,,,,6.5,7.5,,8
37012396,7510303,D01,7.25,,4.6,6.0,,,,,,,5
44011177,7340101,A00,,,,8.6,,,,6.75,8.0,,1
2068361,7850101,A00,,,,5.25,,,,5.75,6.0,,7
43007820,7380107,A01,,,7.0,6.5,,,,5.6,,,8
40016370,7480201,D07,,,7.8,6.5,,,,,8.6,,0
57004594,7810103,D15,6.5,5.0,6.75,,,,,,,,4
2079619,7340201,A00,,,,7.25,,,,7.75,8.0,,2
46007764,7810201,A00,,,,7.25,,,,7.25,8.0,,4
59005760,7810103,D01,5.4,,6.2,6.75,,,,,,,4
2068763,7540101,A01,,,7.4,7.5,,,,7.8,,,7
32006806,7340115,D01,6.4,,8.0,8.25,,,,,,,1
30006846,7510401,A00,,,,7.4,,,,7.0,8.75,,6
54011585,7480201,A01,,,7.8,8.25,,,,9.0,,,0
2067507,7480202,A00,,,,7.6,,,,7.0,6.75,,0
53003305,7540101,B00,,,,7.0,,,,,7.25,7.8,7
2029173,7340129,D01,6.8,,6.2,7.25,,,,,,,7
35009242,7540101,A00,,,,7.5,,,,8.5,7.6,,7
39006541,7340115,A00,,,,7.75,,,,7.75,8.2,,1
2032864,7510301,D01,5.0,,7.2,6.5,,,,,,,5
35008462,7480201,A00,,,,7.8,,,,8.0,7.75,,0
52008727,7510303,D01,5.4,,8.4,7.5,,,,,,,5
2070360,7520115,D07,,,6.8,7.25,,,,,5.8,,6
49001640,7340120,D01,6.4,,7.0,7.75,,,,,,,1
2037690,7510202,D01,4.8,,6.6,6.5,,,,,,,5
31007857,7380107,D15,7.75,4.0,8.5,,,,,,,,8
2079837,7340201,D01,6.5,,8.6,7.6,,,,,,,2
43009745,7340120,D01,7.0,,6.6,7.75,,,,,,,1
40011705,7340101,D01,8.2,,7.6,7.5,,,,,,,1
26001315,7510301,A00,,,,7.4,,,,5.75,6.75,,5
48031636,7480201,D01,8.0,,7.0,7.25,,,,,,,0
56000298,7810103,D15,7.75,8.4,6.5,,,,,,,,4
37004034,7220204,D01,6.8,,6.6,7.25,,,,,,,8
35010133,7340115,D01,6.4,,8.2,8.0,,,,,,,1
2007329,7340120,A00,,,,7.5,,,,7.5,7.4,,1
49009238,7510203,D01,3.8,,7.0,5.0,,,,,,,5
2045076,7540101,A01,,,6.6,7.5,,,,8.2,,,7
38010897,7340115,A00,,,,8.4,,,,6.75,8.5,,1
28026115,7480201,A00,,,,8.2,,,,7.0,8.0,,0
46001585,7340115,D01,8.5,,8.0,7.6,,,,,,,1
57003231,7340120,A00,,,,7.0,,,,7.25,7.0,,1
49008349,7540105,B00,,,,6.0,,,,,5.25,5.0,7
2078674,7480202,D01,7.0,,7.2,6.0,,,,,,,0
35009052,7340115,D01,6.8,,7.2,9.25,,,,,,,1
49010629,7510401,A00,,,,6.8,,,,6.0,7.75,,6
36000794,7340101,D01,6.4,,7.6,8.25,,,,,,,1
2080030,7510401,A00,,,,8.0,,,,7.5,8.4,,6
2077191,7540204,D01,5.8,,8.0,6.5,,,,,,,6
2052874,7380107,A01,,,7.2,7.0,,,,7.4,,,8
48027529,7480201,A00,,,,6.25,,,,7.25,8.4,,0
2028797,7380107,A00,,,,7.25,,,,5.5,6.4,,8
52012486,7480201,A00,,,,8.4,,,,6.75,8.25,,0
57004024,7340101,A01,,,8.6,8.2,,,,8.25,,,1
35006624,7810202,D01,6.4,,6.0,9.0,,,,,,,4
38001887,7810202,D01,8.0,,7.0,6.8,,,,,,,4
63003467,7340115,A01,,,7.6,6.75,,,,8.4,,,1
37005414,7510202,A00,,,,8.0,,,,7.5,6.0,,5
2019971,7420201,B00,,,,6.5,,,,,6.25,8.6,7
25019862,7810103,D01,6.4,,7.4,7.75,,,,,,,4
52001671,7480202,A01,,,8.0,7.0,,,,7.2,,,0
2014790,7540101,D07,,,7.6,9.25,,,,,7.8,,7
53006453,7340201,D01,7.5,,7.4,7.4,,,,,,,2
40006367,7480201,D07,,,7.4,7.25,,,,,6.0,,0
38001929,7340129,A00,,,,7.0,,,,6.5,7.6,,7
61000707,7340101,A00,,,,7.5,,,,7.25,8.6,,1
51013801,7480201,A00,,,,7.2,,,,8.0,8.0,,0
2008998,7480201,A01,,,9.0,8.2,,,,6.0,,,0
54002965,7340101,A01,,,8.4,8.2,,,,7.0,,,1
2045460,7480202,D01,6.4,,6.6,7.5,,,,,,,0
48000620,7340201,A00,,,,7.5,,,,7.75,7.4,,2
42012347,7480201,D01,7.0,,7.6,6.5,,,,,,,0
2047462,7340201,A01,,,8.8,8.0,,,,6.25,,,2
2073278,7220201,D01,6.75,,8.4,8.8,,,,,,,8
46001775,7480201,D01,7.4,,6.8,7.75,,,,,,,0
52003120,7510303,D01,6.6,,8.2,7.0,,,,,,,5
2017315,7340201,A01,,,7.2,7.75,,,,9.0,,,2
2027485,7480202,D01,7.6,,7.8,7.25,,,,,,,0
53001880,7480202,D01,8.25,,6.6,6.4,,,,,,,0
2061218,7380107,D01,6.0,,5.8,7.5,,,,,,,8
39005503,7340115,A01,,,7.6,7.75,,,,7.6,,,1
37008407,7540101,D07,,,8.2,8.0,,,,,8.0,,7
35012248,7340101,A00,,,,7.6,,,,8.0,8.0,,1
2027082,7340301,A00,,,,8.6,,,,7.25,7.5,,2
49010333,7340201,A00,,,,6.0,,,,7.5,7.4,,2
38002103,7380107,A00,,,,7.6,,,,7.0,7.25,,8
2062973,7420201,B00,,,,4.8,,,,,6.25,5.5,7
2002396,7340101,A00,,,,8.25,,,,7.75,7.0,,1
2023590,7220201,D01,8.2,,7.2,7.5,,,,,,,8
46007260,7220204,D01,8.5,,7.0,8.0,,,,,,,8
2083548,7340101,A01,,,7.8,8.25,,,,7.8,,,1
43004279,7340101,A00,,,,7.0,,,,7.5,7.2,,1
2017884,7220201,D09,,,6.8,7.5,,,7.8,,,,8
35008446,7510303,A00,,,,7.25,,,,6.5,7.8,,5
53000329,7340101,A00,,,,6.25,,,,7.5,7.2,,1
2018604,7810202,D01,6.5,,8.6,8.6,,,,,,,4
48010861,7510401,D07,,,7.4,6.75,,,,,7.2,,6
52001163,7810201,D01,7.25,,8.6,7.4,,,,,,,4
56008003,7480201,A01,,,7.8,8.4,,,,7.5,,,0
39004823,7340115,A00,,,,8.0,,,,8.0,7.4,,1
48023369,7480201,A00,,,,7.0,,,,7.5,7.4,,0
50009094,7220201,D01,7.0,,7.0,9.0,,,,,,,8
56009086,7540204,A00,,,,6.6,,,,7.0,7.75,,6
60003754,7340115,A00,,,,7.75,,,,8.25,7.8,,1
2006671,7380107,A00,,,,7.8,,,,6.25,8.25,,8
53008943,7510401,B00,,,,7.4,,,,,7.5,6.75,6
2046790,7340101,A00,,,,7.25,,,,8.25,8.2,,1
2044528,7480201,A01,,,8.2,7.6,,,,7.25,,,0
2044746,7340301,D01,7.6,,7.4,8.0,,,,,,,2
2018552,7819009,D07,,,6.4,6.5,,,,,6.0,,4
2065339,7480201,D07,,,7.4,9.0,,,,,7.8,,0
2065815,7480202,D01,5.75,,8.0,6.6,,,,,,,0
52007136,7480201,A00,,,,7.8,,,,6.75,7.75,,0
2016817,7340101,D01,7.2,,7.2,7.75,,,,,,,1
61002615,7510401,A00,,,,5.25,,,,5.75,6.8,,6
2062143,7819010,B00,,,,6.0,,,,,6.5,6.8,4
41012471,7340123,D01,5.2,,7.8,7.25,,,,,,,3
53014660,7220204,D01,7.75,,8.0,7.6,,,,,,,8
2006737,7480201,D07,,,7.2,7.25,,,,,8.0,,0
55006495,7510401,A00,,,,6.75,,,,7.75,8.4,,6
40005389,7340120,A00,,,,7.25,,,,8.5,6.8,,1
44009107,7380107,A00,,,,6.25,,,,7.5,7.2,,8
51015420,7480202,A00,,,,7.5,,,,7.5,7.6,,0
41008486,7340201,A01,,,8.6,8.0,,,,7.75,,,2
53011019,7480201,D01,7.75,,7.0,7.4,,,,,,,0
29017565,7340115,D01,7.25,,8.4,7.6,,,,,,,1
37007208,7510303,D01,5.25,,5.6,7.0,,,,,,,5
33005462,7340301,D01,7.5,,6.6,8.0,,,,,,,2
51004302,7340120,A00,,,,7.5,,,,8.25,7.6,,1
37000827,7480201,A00,,,,8.2,,,,7.25,8.25,,0
2040458,7340301,D01,8.0,,7.6,7.6,,,,,,,2
37017827,7810103,D15,6.75,5.8,8.0,,,,,,,,4
2009133,7340201,D01,8.4,,8.6,8.0,,,,,,,2
61004529,7340101,D01,7.4,,7.8,7.5,,,,,,,1
48007096,7340122,D01,6.6,,7.0,8.5,,,,,,,1
47005155,7510401,A00,,,,7.25,,,,7.5,7.4,,6
44010553,7819009,B00,,,,6.25,,,,,6.25,6.6,4
47005042,7340201,A00,,,,7.25,,,,8.0,7.6,,2
44012773,7480201,D01,7.0,,8.2,7.2,,,,,,,0
2056603,7420201,B00,,,,6.75,,,,,7.5,7.4,7
37002401,7810201,D01,7.2,,6.4,7.25,,,,,,,4
35011434,7380107,D01,9.0,,5.8,7.2,,,,,,,8
41004055,7340101,A00,,,,8.6,,,,7.5,7.25,,1
56010639,7340205,A00,,,,4.0,,,,7.75,6.8,,2
2002397,7340129,A00,,,,7.25,,,,7.25,6.4,,7
2038987,7380107,D01,6.5,,7.8,7.8,,,,,,,8
