to_hop_thi,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,nguon,ma_nganh,j_nganh,ma_nhom,i_trong_nganh
A00,,,,7.0,,,,7.25,7.4,,ttth,7480201,16,0,54
A00,,,,7.75,,,,8.25,7.6,,ttth,7480201,16,0,55
A01,,,7.4,6.5,,,,8.0,,,ttth,7480201,16,0,56
A00,,,,7.4,,,,7.5,7.5,,ttth,7480201,16,0,57
D01,8.4,,9.0,7.25,,,,,,,ttth,7480201,16,0,58
D07,,,9.2,7.0,,,,,7.75,,ttth,7480201,16,0,59
A00,,,,7.6,,,,7.5,8.25,,ttth,7480201,16,0,60
A00,,,,7.6,,,,7.0,7.75,,ttth,7480201,16,0,61
A00,,,,7.5,,,,7.5,8.0,,ttth,7480201,16,0,62
D01,7.4,,6.8,7.0,,,,,,,ttth,7480201,16,0,63
D01,7.25,,7.4,7.4,,,,,,,ttth,7480201,16,0,64
A00,,,,8.6,,,,7.25,8.0,,ttth,7480201,16,0,65
D07,,,8.2,8.25,,,,,9.4,,ttth,7480201,16,0,66
D01,3.8,,7.8,5.5,,,,,,,ttth,7480202,17,0,0
A00,,,,6.0,,,,5.25,6.0,,ttth,7480202,17,0,1
D07,,,8.6,6.75,,,,,8.4,,ttth,7480202,17,0,2
D07,,,7.4,8.0,,,,,7.8,,ttth,7480202,17,0,3
A01,,,7.4,7.2,,,,5.5,,,ttth,7480202,17,0,4
D01,7.5,,4.6,6.2,,,,,,,ttth,7480202,17,0,5
A01,,,8.0,7.75,,,,7.0,,,ttth,7480202,17,0,6
D01,7.0,,7.2,6.0,,,,,,,ttth,7480202,17,0,7
D01,7.0,,4.0,7.0,,,,,,,ttth,7480202,17,0,8
D07,,,8.2,7.2,,,,,7.0,,ttth,7480202,17,0,9
D01,7.75,,4.6,5.4,,,,,,,ttth,7480202,17,0,10
D01,6.5,,8.2,6.4,,,,,,,ttth,7480202,17,0,11
D07,,,8.0,8.5,,,,,8.6,,ttth,7480202,17,0,12
D01,5.5,,7.0,7.6,,,,,,,ttth,7480202,17,0,13
D07,,,7.2,8.25,,,,,7.4,,ttth,7480202,17,0,14
D01,6.0,,6.2,5.8,,,,,,,ttth,7480202,17,0,15
D07,,,7.6,7.5,,,,,7.0,,ttth,7480202,17,0,16
A00,,,,7.5,,,,8.0,7.8,,ttth,7480202,17,0,17
D01,7.75,,5.4,7.6,,,,,,,ttth,7480202,17,0,18
D01,5.0,,7.4,7.75,,,,,,,ttth,7480202,17,0,19
D01,6.5,,4.4,7.2,,,,,,,ttth,7480202,17,0,20
D07,,,6.2,7.0,,,,,4.8,,ttth,7480202,17,0,21
A01,,,6.2,7.6,,,,6.0,,,ttth,7480202,17,0,22
A00,,,,7.4,,,,5.75,7.5,,ttth,7480202,17,0,23
D01,7.0,,3.6,6.4,,,,,,,ttth,7480202,17,0,24
A00,,,,7.25,,,,6.75,6.8,,ttth,7480202,17,0,25
D07,,,7.2,8.25,,,,,7.4,,ttth,7480202,17,0,26
A00,,,,6.8,,,,7.5,6.5,,ttth,7480202,17,0,27
D01,6.0,,6.4,5.6,,,,,,,ttth,7480202,17,0,28
D07,,,7.0,6.75,,,,,6.4,,ttth,7480202,17,0,29
D01,7.6,,7.0,6.75,,,,,,,ttth,7480202,17,0,30
D07,,,8.0,6.5,,,,,7.0,,ttth,7480202,17,0,31
A00,,,,8.0,,,,6.75,6.5,,ttth,7480202,17,0,32
A00,,,,6.25,,,,6.25,7.2,,ttth,7480202,17,0,33
D01,8.5,,4.8,7.8,,,,,,,ttth,7480202,17,0,34
D01,7.0,,6.2,6.8,,,,,,,ttth,7480202,17,0,35
A00,,,,7.0,,,,7.0,7.8,,ttth,7480202,17,0,36
A01,,,6.6,6.6,,,,6.0,,,ttth,7480202,17,0,37
D01,6.0,,3.8,8.2,,,,,,,ttth,7480202,17,0,38
D07,,,6.6,7.75,,,,,7.2,,ttth,7480202,17,0,39
D01,5.75,,6.8,6.0,,,,,,,ttth,7480202,17,0,40
D01,7.0,,9.0,6.0,,,,,,,ttth,7480202,17,0,41
D01,8.0,,7.4,6.4,,,,,,,ttth,7480202,17,0,42
A00,,,,8.0,,,,6.5,7.0,,ttth,7480202,17,0,43
D01,5.75,,5.2,5.0,,,,,,,ttth,7480202,17,0,44
A00,,,,6.8,,,,6.25,6.25,,ttth,7480202,17,0,45
D01,6.6,,5.4,6.0,,,,,,,ttth,7480202,17,0,46
D07,,,7.0,7.0,,,,,7.5,,ttth,7480202,17,0,47
A00,,,,7.25,,,,7.0,8.0,,ttth,7480202,17,0,48
D01,5.4,,5.6,8.0,,,,,,,ttth,7480202,17,0,49
A01,,,8.2,8.2,,,,7.5,,,ttth,7480202,17,0,50
D01,6.5,,4.2,6.2,,,,,,,ttth,7480202,17,0,51
D01,7.0,,8.2,6.6,,,,,,,ttth,7480202,17,0,52
D07,,,9.2,7.4,,,,,8.25,,ttth,7480202,17,0,53
A00,,,,8.0,,,,7.75,6.25,,ttth,7480202,17,0,54
A01,,,7.4,5.75,,,,5.8,,,ttth,7480202,17,0,55
D01,5.8,,7.4,6.25,,,,,,,ttth,7480202,17,0,56
A00,,,,7.25,,,,7.5,7.8,,ttth,7480202,17,0,57
A00,,,,6.75,,,,7.75,8.8,,ttth,7480202,17,0,58
A00,,,,6.75,,,,8.0,7.8,,ttth,7480202,17,0,59
A00,,,,8.0,,,,6.0,6.75,,ttth,7480202,17,0,60
D01,6.25,,3.6,5.8,,,,,,,ttth,7480202,17,0,61
D01,7.2,,7.4,8.5,,,,,,,ttth,7480202,17,0,62
A00,,,,4.75,,,,7.5,5.6,,ttth,7480202,17,0,63
D01,5.5,,3.2,7.0,,,,,,,ttth,7480202,17,0,64
D01,6.5,,7.2,6.8,,,,,,,ttth,7480202,17,0,65
A00,,,,5.75,,,,7.25,7.0,,ttth,7480202,17,0,66
D01,5.4,,7.0,5.5,,,,,,,ttth,7510202,18,3,0
D01,6.6,,7.6,7.5,,,,,,,ttth,7510202,18,3,1
D01,7.2,,5.0,6.0,,,,,,,ttth,7510202,18,3,2
D01,6.08,,7.4,6.2,,,,,,,ttth,7510202,18,3,3
A01,,,6.6,6.25,,,,7.6,,,ttth,7510202,18,3,4
D01,7.0,,5.6,7.0,,,,,,,ttth,7510202,18,3,5
A01,,,7.6,6.5,,,,7.4,,,ttth,7510202,18,3,6
A00,,,,5.5,,,,7.0,5.8,,ttth,7510202,18,3,7
D01,5.2,,6.4,6.75,,,,,,,ttth,7510202,18,3,8
D01,8.0,,4.8,7.0,,,,,,,ttth,7510202,18,3,9
D01,5.6,,7.0,7.0,,,,,,,ttth,7510202,18,3,10
A00,,,,5.8,,,,5.0,6.0,,ttth,7510202,18,3,11
D01,5.5,,6.4,7.8,,,,,,,ttth,7510202,18,3,12
D01,4.0,,6.4,6.75,,,,,,,ttth,7510202,18,3,13
A00,,,,7.6,,,,6.25,8.0,,ttth,7510202,18,3,14
D01,6.25,,5.6,6.6,,,,,,,ttth,7510202,18,3,15
A00,,,,7.4,,,,6.25,7.25,,ttth,7510202,18,3,16
D01,5.6,,6.8,6.0,,,,,,,ttth,7510202,18,3,17
A01,,,6.2,6.0,,,,6.4,,,ttth,7510202,18,3,18
A01,,,4.6,6.4,,,,5.75,,,ttth,7510202,18,3,19
A00,,,,4.75,,,,5.75,7.2,,ttth,7510202,18,3,20
D01,4.8,,6.2,6.25,,,,,,,ttth,7510202,18,3,21
D01,6.25,,4.6,6.0,,,,,,,ttth,7510202,18,3,22
D01,9.0,,5.4,6.5,,,,,,,ttth,7510202,18,3,23
A00,,,,7.4,,,,6.75,5.25,,ttth,7510202,18,3,24
D01,6.0,,6.0,6.6,,,,,,,ttth,7510202,18,3,25
D01,5.4,,6.4,6.5,,,,,,,ttth,7510202,18,3,26
D01,6.5,,8.0,6.8,,,,,,,ttth,7510202,18,3,27
A00,,,,6.4,,,,5.0,5.25,,ttth,7510202,18,3,28
D01,6.0,,3.4,6.8,,,,,,,ttth,7510202,18,3,29
D01,6.2,,6.6,6.75,,,,,,,ttth,7510202,18,3,30
A01,,,8.4,7.2,,,,5.75,,,ttth,7510202,18,3,31
D01,5.6,,7.2,5.25,,,,,,,ttth,7510202,18,3,32
A00,,,,6.0,,,,4.75,5.75,,ttth,7510202,18,3,33
D01,4.6,,7.6,8.25,,,,,,,ttth,7510202,18,3,34
D01,4.6,,7.8,6.0,,,,,,,ttth,7510202,18,3,35
A00,,,,6.5,,,,6.25,6.0,,ttth,7510202,18,3,36
D01,8.0,,7.6,5.5,,,,,,,ttth,7510202,18,3,37
D01,5.25,,4.2,7.4,,,,,,,ttth,7510202,18,3,38
D01,4.0,,5.8,6.25,,,,,,,ttth,7510202,18,3,39
D01,6.2,,8.2,6.75,,,,,,,ttth,7510202,18,3,40
A00,,,,7.2,,,,6.25,6.25,,ttth,7510202,18,3,41
A01,,,6.8,6.25,,,,5.8,,,ttth,7510202,18,3,42
D01,4.8,,6.8,6.75,,,,,,,ttth,7510202,18,3,43
A01,,,8.0,6.75,,,,6.8,,,ttth,7510202,18,3,44
D01,7.6,,6.2,5.5,,,,,,,ttth,7510202,18,3,45
D01,6.0,,7.6,6.5,,,,,,,ttth,7510202,18,3,46
A00,,,,5.25,,,,7.5,6.2,,ttth,7510202,18,3,47
A00,,,,6.8,,,,5.25,5.0,,ttth,7510202,18,3,48
A00,,,,7.8,,,,7.0,7.0,,ttth,7510202,18,3,49
D01,4.2,,7.8,6.08,,,,,,,ttth,7510202,18,3,50
D01,5.6,,6.4,6.5,,,,,,,ttth,7510202,18,3,51
D01,4.0,,6.0,6.5,,,,,,,ttth,7510202,18,3,52
D01,7.2,,7.0,8.0,,,,,,,ttth,7510202,18,3,53
A00,,,,8.0,,,,6.0,7.0,,ttth,7510202,18,3,54
A00,,,,7.2,,,,6.5,7.75,,ttth,7510202,18,3,55
D01,7.2,,7.0,7.0,,,,,,,ttth,7510202,18,3,56
D01,6.6,,7.0,7.0,,,,,,,ttth,7510202,18,3,57
A00,,,,8.2,,,,8.25,7.0,,ttth,7510202,18,3,58
A00,,,,7.0,,,,5.25,6.0,,ttth,7510202,18,3,59
D01,5.5,,5.2,5.8,,,,,,,ttth,7510202,18,3,60
A00,,,,7.4,,,,7.0,6.25,,ttth,7510202,18,3,61
A00,,,,5.5,,,,7.0,7.2,,ttth,7510202,18,3,62
D01,6.5,,4.0,7.2,,,,,,,ttth,7510202,18,3,63
D01,4.2,,5.2,7.25,,,,,,,ttth,7510202,18,3,64
D01,6.4,,8.0,6.5,,,,,,,ttth,7510202,18,3,65
D01,6.6,,6.4,6.25,,,,,,,ttth,7510202,18,3,66
D01,6.8,,8.6,6.75,,,,,,,ttth,7510203,19,3,0
D01,7.4,,6.6,4.25,,,,,,,ttth,7510203,19,3,1
A00,,,,7.0,,,,7.75,7.6,,ttth,7510203,19,3,2
A01,,,6.2,7.4,,,,6.75,,,ttth,7510203,19,3,3
A00,,,,7.0,,,,7.25,7.0,,ttth,7510203,19,3,4
D01,8.25,,4.6,5.0,,,,,,,ttth,7510203,19,3,5
A01,,,7.0,7.4,,,,5.75,,,ttth,7510203,19,3,6
A00,,,,5.75,,,,5.25,7.0,,ttth,7510203,19,3,7
D01,5.6,,5.0,5.75,,,,,,,ttth,7510203,19,3,8
D01,4.6,,7.2,8.5,,,,,,,ttth,7510203,19,3,9
A00,,,,8.6,,,,5.5,7.0,,ttth,7510203,19,3,10
A00,,,,7.4,,,,6.25,5.25,,ttth,7510203,19,3,11
D01,8.75,,7.2,5.2,,,,,,,ttth,7510203,19,3,12
D07,,,7.8,6.25,,,,,6.4,,ttth,7510203,19,3,13
A00,,,,6.5,,,,6.75,7.0,,ttth,7510203,19,3,14
D07,,,7.4,8.75,,,,,6.6,,ttth,7510203,19,3,15
D01,3.2,,7.8,5.5,,,,,,,ttth,7510203,19,3,16
D01,6.0,,4.2,5.8,,,,,,,ttth,7510203,19,3,17
D07,,,7.0,7.5,,,,,6.4,,ttth,7510203,19,3,18
D01,7.5,,5.2,5.6,,,,,,,ttth,7510203,19,3,19
D01,6.25,,7.0,6.4,,,,,,,ttth,7510203,19,3,20
D07,,,8.6,7.5,,,,,6.4,,ttth,7510203,19,3,21
D01,6.4,,6.2,6.75,,,,,,,ttth,7510203,19,3,22
D01,5.8,,6.8,7.0,,,,,,,ttth,7510203,19,3,23
D01,6.2,,5.2,6.0,,,,,,,ttth,7510203,19,3,24
D01,6.5,,5.4,7.4,,,,,,,ttth,7510203,19,3,25
D01,5.25,,6.0,6.4,,,,,,,ttth,7510203,19,3,26
A01,,,7.8,6.75,,,,6.4,,,ttth,7510203,19,3,27
A00,,,,6.6,,,,4.0,6.5,,ttth,7510203,19,3,28
D07,,,7.4,7.0,,,,,5.6,,ttth,7510203,19,3,29
D01,6.0,,5.0,8.4,,,,,,,ttth,7510203,19,3,30
D01,7.25,,4.8,7.8,,,,,,,ttth,7510203,19,3,31
A00,,,,6.5,,,,6.0,6.8,,ttth,7510203,19,3,32
A01,,,5.8,6.8,,,,7.0,,,ttth,7510203,19,3,33
D01,6.25,,7.2,7.0,,,,,,,ttth,7510203,19,3,34
D01,6.0,,7.2,5.25,,,,,,,ttth,7510203,19,3,35
A00,,,,6.0,,,,6.75,7.8,,ttth,7510203,19,3,36
A00,,,,6.25,,,,6.75,7.8,,ttth,7510203,19,3,37
A00,,,,6.8,,,,7.75,7.0,,ttth,7510203,19,3,38
D01,4.2,,6.4,6.0,,,,,,,ttth,7510203,19,3,39
A00,,,,7.5,,,,8.5,8.2,,ttth,7510203,19,3,40
A00,,,,6.2,,,,6.5,4.25,,ttth,7510203,19,3,41
A00,,,,7.75,,,,8.5,8.4,,ttth,7510203,19,3,42
D01,5.0,,7.0,7.75,,,,,,,ttth,7510203,19,3,43
A00,,,,6.0,,,,7.75,8.2,,ttth,7510203,19,3,44
A00,,,,7.2,,,,5.0,5.25,,ttth,7510203,19,3,45
A00,,,,8.2,,,,6.5,6.25,,ttth,7510203,19,3,46
A00,,,,6.8,,,,5.25,5.0,,ttth,7510203,19,3,47
A00,,,,7.0,,,,6.5,7.75,,ttth,7510203,19,3,48
A00,,,,8.0,,,,5.75,8.6,,ttth,7510203,19,3,49
D01,6.5,,3.2,6.2,,,,,,,ttth,7510203,19,3,50
D01,6.5,,6.0,6.8,,,,,,,ttth,7510203,19,3,51
D01,7.6,,6.6,6.5,,,,,,,ttth,7510203,19,3,52
A01,,,7.4,6.5,,,,8.2,,,ttth,7510203,19,3,53
A00,,,,6.0,,,,8.75,7.6,,ttth,7510203,19,3,54
D01,6.25,,5.4,6.0,,,,,,,ttth,7510203,19,3,55
D01,6.75,,5.6,7.6,,,,,,,ttth,7510203,19,3,56
D01,3.4,,7.0,7.0,,,,,,,ttth,7510203,19,3,57
A00,,,,7.25,,,,8.0,8.2,,ttth,7510203,19,3,58
D01,5.25,,4.8,5.6,,,,,,,ttth,7510203,19,3,59
D01,6.2,,7.6,7.5,,,,,,,ttth,7510203,19,3,60
D01,5.75,,5.8,6.4,,,,,,,ttth,7510203,19,3,61
D01,6.75,,3.4,7.8,,,,,,,ttth,7510203,19,3,62
A00,,,,6.25,,,,8.5,7.6,,ttth,7510203,19,3,63
A00,,,,7.8,,,,6.25,6.25,,ttth,7510203,19,3,64
D01,6.8,,7.4,6.75,,,,,,,ttth,7510203,19,3,65
A01,,,8.0,6.8,,,,5.0,,,ttth,7510203,19,3,66
D01,5.6,,6.6,9.25,,,,,,,ttth,7510301,20,3,0
A01,,,6.4,6.5,,,,4.6,,,ttth,7510301,20,3,1
A00,,,,4.75,,,,5.75,7.6,,ttth,7510301,20,3,2
A00,,,,6.25,,,,7.5,7.4,,ttth,7510301,20,3,3
D01,7.25,,7.4,6.8,,,,,,,ttth,7510301,20,3,4
D01,7.5,,3.6,6.8,,,,,,,ttth,7510301,20,3,5
D01,6.75,,5.4,5.2,,,,,,,ttth,7510301,20,3,6
A01,,,6.6,5.8,,,,7.0,,,ttth,7510301,20,3,7
D01,5.0,,7.6,7.2,,,,,,,ttth,7510301,20,3,8
D01,6.25,,4.0,7.0,,,,,,,ttth,7510301,20,3,9
A01,,,7.6,6.25,,,,7.4,,,ttth,7510301,20,3,10
A00,,,,6.5,,,,6.75,8.0,,ttth,7510301,20,3,11
D01,5.5,,7.4,6.6,,,,,,,ttth,7510301,20,3,12
A00,,,,6.8,,,,7.0,5.0,,ttth,7510301,20,3,13
D01,7.0,,6.6,6.6,,,,,,,ttth,7510301,20,3,14
A00,,,,7.8,,,,4.75,6.5,,ttth,7510301,20,3,15
D01,5.0,,7.2,6.5,,,,,,,ttth,7510301,20,3,16
A01,,,8.2,7.6,,,,7.5,,,ttth,7510301,20,3,17
A00,,,,6.75,,,,7.5,7.4,,ttth,7510301,20,3,18
D01,6.6,,8.0,7.0,,,,,,,ttth,7510301,20,3,19
A00,,,,6.75,,,,7.5,7.2,,ttth,7510301,20,3,20
A01,,,8.0,6.25,,,,6.4,,,ttth,7510301,20,3,21
D01,6.25,,4.6,7.4,,,,,,,ttth,7510301,20,3,22
A01,,,9.0,4.8,,,,3.25,,,ttth,7510301,20,3,23
A01,,,6.8,7.0,,,,6.0,,,ttth,7510301,20,3,24
D01,5.25,,4.8,7.4,,,,,,,ttth,7510301,20,3,25
D01,7.75,,5.6,7.8,,,,,,,ttth,7510301,20,3,26
D01,5.25,,5.8,7.0,,,,,,,ttth,7510301,20,3,27
A00,,,,6.8,,,,6.75,7.75,,ttth,7510301,20,3,28
A00,,,,8.2,,,,5.75,4.0,,ttth,7510301,20,3,29
D01,6.75,,5.2,7.4,,,,,,,ttth,7510301,20,3,30
A00,,,,7.25,,,,7.75,8.0,,ttth,7510301,20,3,31
A00,,,,6.4,,,,6.5,7.25,,ttth,7510301,20,3,32
A00,,,,6.75,,,,6.25,7.6,,ttth,7510301,20,3,33
A00,,,,6.8,,,,6.75,6.75,,ttth,7510301,20,3,34
D01,4.4,,6.8,5.0,,,,,,,ttth,7510301,20,3,35
A00,,,,6.0,,,,7.25,7.4,,ttth,7510301,20,3,36
D07,,,8.4,6.8,,,,,7.75,,ttth,7510301,20,3,37
D01,5.6,,5.4,6.5,,,,,,,ttth,7510301,20,3,38
A01,,,7.6,6.8,,,,6.25,,,ttth,7510301,20,3,39
A00,,,,6.25,,,,6.75,6.8,,ttth,7510301,20,3,40
D01,6.2,,6.2,7.25,,,,,,,ttth,7510301,20,3,41
D01,7.2,,7.4,7.25,,,,,,,ttth,7510301,20,3,42
D01,5.8,,7.0,7.25,,,,,,,ttth,7510301,20,3,43
D01,5.75,,6.2,5.2,,,,,,,ttth,7510301,20,3,44
A00,,,,7.5,,,,7.5,7.6,,ttth,7510301,20,3,45
D01,7.0,,5.8,5.8,,,,,,,ttth,7510301,20,3,46
A00,,,,6.6,,,,7.5,7.25,,ttth,7510301,20,3,47
D01,7.25,,7.8,6.4,,,,,,,ttth,7510301,20,3,48
A00,,,,6.4,,,,5.5,7.25,,ttth,7510301,20,3,49
D01,5.0,,5.4,7.8,,,,,,,ttth,7510301,20,3,50
D01,5.25,,6.4,7.8,,,,,,,ttth,7510301,20,3,51
A00,,,,6.4,,,,5.75,5.5,,ttth,7510301,20,3,52
D01,3.4,,8.6,8.5,,,,,,,ttth,7510301,20,3,53
D01,6.75,,4.4,6.0,,,,,,,ttth,7510301,20,3,54
D01,7.0,,7.6,7.0,,,,,,,ttth,7510301,20,3,55
A01,,,8.0,7.25,,,,8.0,,,ttth,7510301,20,3,56
D07,,,7.0,7.25,,,,,7.2,,ttth,7510301,20,3,57
D01,4.6,,5.6,7.5,,,,,,,ttth,7510301,20,3,58
A01,,,8.0,6.75,,,,5.8,,,ttth,7510301,20,3,59
D01,7.0,,4.6,7.6,,,,,,,ttth,7510301,20,3,60
A00,,,,6.0,,,,8.25,7.6,,ttth,7510301,20,3,61
A01,,,7.4,7.0,,,,7.2,,,ttth,7510301,20,3,62
D01,8.0,,4.6,6.8,,,,,,,ttth,7510301,20,3,63
A00,,,,7.0,,,,5.75,5.25,,ttth,7510301,20,3,64
A00,,,,8.4,,,,6.75,7.0,,ttth,7510301,20,3,65
D01,6.6,,7.0,8.5,,,,,,,ttth,7510301,20,3,66
A00,,,,6.6,,,,6.5,7.5,,ttth,7510303,21,3,0
D01,6.5,,7.8,7.6,,,,,,,ttth,7510303,21,3,1
A01,,,8.0,6.75,,,,8.2,,,ttth,7510303,21,3,2
D01,7.0,,7.4,7.0,,,,,,,ttth,7510303,21,3,3
A00,,,,7.0,,,,7.0,6.6,,ttth,7510303,21,3,4
A01,,,4.2,8.2,,,,8.25,,,ttth,7510303,21,3,5
A00,,,,8.2,,,,7.0,7.5,,ttth,7510303,21,3,6
A00,,,,7.4,,,,7.0,8.0,,ttth,7510303,21,3,7
A00,,,,8.2,,,,6.25,6.75,,ttth,7510303,21,3,8
A00,,,,7.0,,,,6.5,8.4,,ttth,7510303,21,3,9
A00,,,,7.6,,,,6.25,6.5,,ttth,7510303,21,3,10
D01,6.0,,7.8,4.8,,,,,,,ttth,7510303,21,3,11
D01,7.0,,7.0,5.4,,,,,,,ttth,7510303,21,3,12
D01,5.75,,5.6,6.6,,,,,,,ttth,7510303,21,3,13
D01,7.75,,7.8,7.8,,,,,,,ttth,7510303,21,3,14
A01,,,8.6,7.6,,,,7.25,,,ttth,7510303,21,3,15
D07,,,5.4,7.25,,,,,6.6,,ttth,7510303,21,3,16
D01,5.75,,6.6,6.6,,,,,,,ttth,7510303,21,3,17
A00,,,,7.0,,,,6.5,5.25,,ttth,7510303,21,3,18
D01,6.0,,5.8,5.8,,,,,,,ttth,7510303,21,3,19
A00,,,,7.4,,,,7.25,7.25,,ttth,7510303,21,3,20
D01,7.75,,3.4,7.6,,,,,,,ttth,7510303,21,3,21
D01,8.0,,3.6,6.6,,,,,,,ttth,7510303,21,3,22
A00,,,,6.8,,,,5.25,6.25,,ttth,7510303,21,3,23
D01,6.6,,6.4,4.5,,,,,,,ttth,7510303,21,3,24
D01,5.0,,6.4,6.0,,,,,,,ttth,7510303,21,3,25
A00,,,,5.75,,,,6.0,6.4,,ttth,7510303,21,3,26
A01,,,8.8,6.6,,,,5.5,,,ttth,7510303,21,3,27
A00,,,,7.0,,,,7.25,6.8,,ttth,7510303,21,3,28
A01,,,7.8,7.5,,,,7.8,,,ttth,7510303,21,3,29
A00,,,,7.75,,,,6.75,7.4,,ttth,7510303,21,3,30
D01,7.6,,7.0,7.0,,,,,,,ttth,7510303,21,3,31
A00,,,,6.5,,,,7.25,8.4,,ttth,7510303,21,3,32
D01,4.4,,6.2,7.0,,,,,,,ttth,7510303,21,3,33
A01,,,7.6,6.75,,,,7.6,,,ttth,7510303,21,3,34
D01,7.25,,4.6,6.0,,,,,,,ttth,7510303,21,3,35
A01,,,7.6,5.75,,,,8.0,,,ttth,7510303,21,3,36
D01,6.0,,5.0,8.0,,,,,,,ttth,7510303,21,3,37
A00,,,,7.5,,,,6.75,7.8,,ttth,7510303,21,3,38
D01,7.25,,6.0,7.8,,,,,,,ttth,7510303,21,3,39
D01,6.75,,5.0,5.8,,,,,,,ttth,7510303,21,3,40
A00,,,,6.75,,,,4.25,6.8,,ttth,7510303,21,3,41
D01,6.75,,8.0,7.6,,,,,,,ttth,7510303,21,3,42
D01,6.0,,6.4,6.8,,,,,,,ttth,7510303,21,3,43
D01,6.25,,6.2,7.6,,,,,,,ttth,7510303,21,3,44
D01,5.75,,5.8,5.0,,,,,,,ttth,7510303,21,3,45
D01,7.5,,4.4,6.0,,,,,,,ttth,7510303,21,3,46
A01,,,7.0,6.75,,,,8.2,,,ttth,7510303,21,3,47
A00,,,,7.5,,,,7.5,7.8,,ttth,7510303,21,3,48
A00,,,,7.6,,,,6.5,7.75,,ttth,7510303,21,3,49
A00,,,,6.5,,,,6.25,6.0,,ttth,7510303,21,3,50
D01,5.5,,4.6,6.4,,,,,,,ttth,7510303,21,3,51
D07,,,7.2,7.25,,,,,5.2,,ttth,7510303,21,3,52
A00,,,,5.6,,,,6.0,5.75,,ttth,7510303,21,3,53
D01,7.5,,3.8,7.6,,,,,,,ttth,7510303,21,3,54
A00,,,,6.8,,,,7.5,6.75,,ttth,7510303,21,3,55
D01,7.25,,7.2,5.6,,,,,,,ttth,7510303,21,3,56
A00,,,,5.75,,,,6.0,7.0,,ttth,7510303,21,3,57
D07,,,7.6,7.25,,,,,8.2,,ttth,7510303,21,3,58
A00,,,,5.5,,,,6.0,7.6,,ttth,7510303,21,3,59
A00,,,,7.25,,,,5.5,7.6,,ttth,7510303,21,3,60
A00,,,,6.25,,,,9.0,7.4,,ttth,7510303,21,3,61
A01,,,7.2,5.5,,,,7.6,,,ttth,7510303,21,3,62
D01,6.6,,8.2,7.0,,,,,,,ttth,7510303,21,3,63
A01,,,6.2,8.0,,,,6.6,,,ttth,7510303,21,3,64
A00,,,,7.4,,,,6.5,6.75,,ttth,7510303,21,3,65
A00,,,,7.6,,,,5.75,7.25,,ttth,7510303,21,3,66
A00,,,,7.2,,,,5.0,5.5,,ttth,7510401,22,3,0
B00,,,,7.5,,,,,7.25,5.4,ttth,7510401,22,3,1
B00,,,,7.0,,,,,7.0,7.0,ttth,7510401,22,3,2
A00,,,,6.5,,,,7.0,6.4,,ttth,7510401,22,3,3
B00,,,,7.0,,,,,6.25,7.0,ttth,7510401,22,3,4
D07,,,6.8,7.0,,,,,4.8,,ttth,7510401,22,3,5
A00,,,,8.0,,,,7.5,7.75,,ttth,7510401,22,3,6
B00,,,,8.25,,,,,7.75,8.0,ttth,7510401,22,3,7
A00,,,,7.2,,,,6.5,6.25,,ttth,7510401,22,3,8
B00,,,,7.4,,,,,7.5,6.75,ttth,7510401,22,3,9
B00,,,,8.0,,,,,8.5,6.5,ttth,7510401,22,3,10
A00,,,,6.0,,,,7.75,7.0,,ttth,7510401,22,3,11
B00,,,,7.25,,,,,6.5,6.8,ttth,7510401,22,3,12
A00,,,,6.25,,,,7.75,6.6,,ttth,7510401,22,3,13
D07,,,7.2,7.5,,,,,6.4,,ttth,7510401,22,3,14
A00,,,,7.75,,,,7.75,7.6,,ttth,7510401,22,3,15
D07,,,7.6,6.5,,,,,6.4,,ttth,7510401,22,3,16
A00,,,,8.0,,,,7.75,7.5,,ttth,7510401,22,3,17
B00,,,,7.0,,,,,4.0,6.4,ttth,7510401,22,3,18
D07,,,5.8,7.0,,,,,6.8,,ttth,7510401,22,3,19
A00,,,,8.0,,,,6.75,6.75,,ttth,7510401,22,3,20
A00,,,,8.5,,,,8.75,7.8,,ttth,7510401,22,3,21
B00,,,,6.2,,,,,7.25,6.75,ttth,7510401,22,3,22
B00,,,,8.0,,,,,8.25,7.5,ttth,7510401,22,3,23
A00,,,,5.5,,,,6.25,6.6,,ttth,7510401,22,3,24
D07,,,8.0,7.4,,,,,8.0,,ttth,7510401,22,3,25
D07,,,8.6,7.0,,,,,5.0,,ttth,7510401,22,3,26
A00,,,,7.0,,,,7.75,8.2,,ttth,7510401,22,3,27
A00,,,,6.8,,,,5.75,7.75,,ttth,7510401,22,3,28
B00,,,,8.0,,,,,6.75,8.0,ttth,7510401,22,3,29
B00,,,,7.0,,,,,5.5,6.8,ttth,7510401,22,3,30
A00,,,,7.75,,,,6.0,6.6,,ttth,7510401,22,3,31
A00,,,,6.0,,,,7.75,7.4,,ttth,7510401,22,3,32
A00,,,,7.2,,,,6.5,6.75,,ttth,7510401,22,3,33
B00,,,,7.25,,,,,7.0,5.6,ttth,7510401,22,3,34
A00,,,,7.0,,,,7.75,8.2,,ttth,7510401,22,3,35
B00,,,,6.75,,,,,6.25,7.2,ttth,7510401,22,3,36
