thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu
8/13/2026 10:14,Thương mại điện tử,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,3,2,4,2,1,2,2,,,,8,,,,7.8,7,,3,Kinh doanh,
8/13/2026 10:14,Logistics và quản lý chuỗi cung ứng,Nữ,"A00 (Toán, Lý, Hóa)",2,2,2,2,2,2,2,2,2,2,,,,6.75,,,,4.25,6.35,,1,Đi làm,
8/13/2026 10:14,Công nghệ thực phẩm,Nữ,"A00 (Toán, Lý, Hóa)",2,5,3,3,3,4,3,4,3,3,,,,6,,,,4.1,5.5,,2,Nghiên cứu,
8/13/2026 10:17,Thương mại điện tử,Nữ,"A01 (Toán, Lý, Anh)",3,2,4,4,3,3,4,4,3,2,,,4.5,8.25,,,,4.75,,,3,Kinh doanh,
8/13/2026 10:18,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"D07 (Toán, Hóa, Anh)",4,3,3,5,5,2,1,2,1,2,,,6,6.5,,,,,9.25,,1,Đi làm,
8/13/2026 10:21,Logistics và quản lý chuỗi cung ứng,Nam,"D01 (Toán, Văn, Anh)",3,4,3,3,4,3,4,4,3,4,5.25,,7,7.8,,,,,,,1,Đi làm,
8/13/2026 10:21,Công nghệ vật liệu,Nam,"A00 (Toán, Lý, Hóa)",2,4,3,3,4,5,4,2,3,3,,,,8,,,,5.75,7.75,,4,Chưa xác định,
8/13/2026 10:23,Khoa học dữ liệu,Nữ,"A00 (Toán, Lý, Hóa)",5,1,5,4,5,5,5,5,5,5,,,,8.25,,,,8,8.25,,4,Chưa xác định,
8/13/2026 10:24,Khoa học dữ liệu,Nữ,"A01 (Toán, Lý, Anh)",4,3,2,3,4,4,4,1,4,3,,,7.5,7.5,,,,7.3,,,4,Chưa xác định,
8/13/2026 10:25,Công nghệ tài chính,Nữ,"A01 (Toán, Lý, Anh)",5,2,5,3,3,1,1,2,4,2,,,8.25,5.25,,,,5.25,,,1,Đi làm,
8/13/2026 10:26,Ngôn ngữ Anh,Nam,"A00 (Toán, Lý, Hóa)",5,1,3,4,5,5,2,5,4,1,,,,7.5,,,,6.25,7.75,,1,Đi làm,
8/13/2026 10:28,Công nghệ chế tạo máy,Nam,"C01 (Văn, Toán, Lý)",4,1,4,3,5,5,4,3,4,3,8,,,7.75,,,,4.5,,,1,Đi làm,
8/13/2026 10:28,Quản trị kinh doanh,Nam,"D01 (Toán, Văn, Anh)",4,2,4,3,2,1,1,3,5,4,7.5,,3.5,7.25,,,,,,,3,Kinh doanh,
8/13/2026 10:30,Công nghệ kỹ thuật cơ điện tử,Nam,"A01 (Toán, Lý, Anh)",3,3,5,4,4,4,4,3,2,2,,,4.5,6.3,,,,5.5,,,4,Chưa xác định,
8/13/2026 10:31,Khoa học dữ liệu,Nam,"C01 (Văn, Toán, Lý)",2,3,3,5,4,3,2,1,4,5,6.25,,,8.5,,,,7,,,2,Nghiên cứu,
8/13/2026 10:33,Khoa học dinh dưỡng và ẩm thực,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,2,3,3,5,3,5,3,1,,,,7.75,,,,,6.75,7,1,Đi làm,
8/13/2026 10:33,Logistics và quản lý chuỗi cung ứng,Nữ,"A00 (Toán, Lý, Hóa)",3,4,3,4,4,2,5,5,4,3,,,,6.1,,,,6.35,6.25,,1,Đi làm,
8/13/2026 10:35,Công nghệ tài chính,Nữ,"D01 (Toán, Văn, Anh)",1,1,1,1,2,3,2,2,3,4,8,,7.1,8,,,,,,,3,Kinh doanh,
8/13/2026 10:40,Trí tuệ nhân tạo,Nam,"C01 (Văn, Toán, Lý)",2,2,4,4,4,4,2,5,1,5,9,,,9,,,,8,,,1,Đi làm,
8/13/2026 10:40,Công nghệ chế tạo máy,Nam,"D01 (Toán, Văn, Anh)",4,3,4,3,5,4,4,4,3,4,7,,4.5,5.5,,,,,,,1,Đi làm,
8/13/2026 10:49,An toàn thông tin,Nam,"A01 (Toán, Lý, Anh)",4,2,4,4,4,4,4,4,4,4,,,6.25,8.5,,,,7,,,3,Kinh doanh,
8/13/2026 10:54,Công nghệ kỹ thuật môi trường,Nữ,"D07 (Toán, Hóa, Anh)",3,2,3,3,4,2,4,2,3,2,,,9.25,9,,,,,6.75,,1,Đi làm,
8/13/2026 11:02,Quản trị kinh doanh,Nữ,"D01 (Toán, Văn, Anh)",4,3,5,5,5,5,4,5,5,5,7,,6,7,,,,,,,3,Kinh doanh,
8/13/2026 11:02,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"A00 (Toán, Lý, Hóa)",5,2,4,5,5,3,3,4,5,5,,,,7.4,,,,6.75,7.25,,3,Kinh doanh,
8/13/2026 11:05,Tài chính ngân hàng,Nam,"A00 (Toán, Lý, Hóa)",3,3,2,3,3,3,5,4,3,3,,,,6,,,,5.75,5,,1,Đi làm,
8/13/2026 11:06,Khoa học dinh dưỡng và ẩm thực,Nam,"B00 (Toán, Hóa, Sinh)",4,1,3,3,5,4,5,4,3,3,,,,7.25,,,,,5.35,4.75,2,Nghiên cứu,
8/13/2026 11:06,Ngôn ngữ Anh,Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,4,5,5,5,5,4,5,,,,7.5,,,,8,7.75,,2,Nghiên cứu,
8/13/2026 11:08,Công nghệ thực phẩm,Nam,"B00 (Toán, Hóa, Sinh)",3,3,3,3,3,3,3,3,3,3,,,,8.5,,,,,9,9,1,Đi làm,
8/13/2026 11:09,Công nghệ kỹ thuật điện - điện tử,Nam,"A01 (Toán, Lý, Anh)",4,4,2,4,3,4,3,4,2,3,,,6,7,,,,8,,,1,Đi làm,
8/13/2026 11:10,Quản trị khách sạn,Nữ,"C00 (Văn, Sử, Địa)",4,4,5,5,5,4,5,5,5,5,8.75,7,,,,,9,,,,1,Đi làm,
8/13/2026 11:13,Công nghệ thông tin,Nam,"A01 (Toán, Lý, Anh)",3,4,3,4,4,4,2,5,2,3,,,7.25,8,,,,5,,,1,Đi làm,
8/13/2026 11:13,Công nghệ thông tin,Nữ,"D07 (Toán, Hóa, Anh)",2,4,4,4,3,4,2,4,3,3,,,7.5,8.8,,,,,7.5,,4,Chưa xác định,
8/13/2026 11:13,Công nghệ thông tin,Nữ,"A00 (Toán, Lý, Hóa)",3,2,3,3,3,3,3,3,3,3,,,,8.8,,,,7,7,,1,Đi làm,
8/13/2026 11:14,Kỹ thuật nhiệt,Nam,"A01 (Toán, Lý, Anh)",5,5,5,5,5,5,4,4,5,5,,,5,7,,,,7,,,1,Đi làm,
8/13/2026 11:25,Công nghệ kỹ thuật hóa học,Nữ,"B00 (Toán, Hóa, Sinh)",5,3,3,5,3,4,3,5,2,5,,,,7.25,,,,,7.25,6.5,2,Nghiên cứu,
8/13/2026 11:25,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,3,5,5,5,5,5,5,4,5,,,,8,,,,8,8,,4,Chưa xác định,
8/13/2026 11:25,Quản trị kinh doanh,Nữ,"C03 (Văn, Toán, Sử)",1,1,1,1,1,1,1,1,1,1,8.25,,,4.5,,,7.25,,,,1,Đi làm,
8/13/2026 11:27,Ngôn ngữ Trung Quốc,Nữ,"C02 (Văn, Toán, Hóa)",2,4,3,3,4,4,2,5,2,3,6.5,,,7.75,,,,,7,,3,Kinh doanh,
8/13/2026 11:28,Công nghệ thông tin,Nữ,"D01 (Toán, Văn, Anh)",3,3,3,3,4,4,4,4,4,4,8.75,,4,6.5,,,,,,,3,Kinh doanh,
8/13/2026 11:28,Quản trị kinh doanh,Nam,"C01 (Văn, Toán, Lý)",3,3,3,3,3,3,3,3,3,3,8,,,7.75,,,,6.75,,,3,Kinh doanh,
8/13/2026 11:28,Quản trị nhà hàng và dịch vụ ăn uống,Nam,"C00 (Văn, Sử, Địa)",5,5,5,5,5,5,5,5,5,5,7,8,,,,,8,,,,4,Chưa xác định,
8/13/2026 11:28,Ngôn ngữ Trung Quốc,Nam,"A00 (Toán, Lý, Hóa)",5,2,4,4,4,5,5,5,5,5,,,,5.5,,,,2.6,4.5,,1,Đi làm,
8/13/2026 11:30,Công nghệ kỹ thuật hóa học,Nữ,"A00 (Toán, Lý, Hóa)",2,5,4,4,4,5,4,4,4,4,,,,7,,,,7,7.5,,4,Chưa xác định,
8/13/2026 11:30,Trí tuệ nhân tạo,Nam,"A01 (Toán, Lý, Anh)",5,2,5,4,5,3,2,2,3,1,,,5.25,6.75,,,,5.75,,,1,Đi làm,
8/13/2026 11:31,Quản trị kinh doanh,Nam,"D14 (Văn, Anh, Sử)",4,1,5,1,4,3,5,5,4,5,7.5,,2.25,,,,7,,,,4,Chưa xác định,
8/13/2026 11:32,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",4,2,4,4,4,5,2,4,5,2,,,,7.25,,,,6,5.85,,3,Kinh doanh,
8/13/2026 11:34,Đảm bảo chất lượng và an toàn thực phẩm,Nam,"A00 (Toán, Lý, Hóa)",2,4,5,5,5,5,4,3,2,4,,,,7.5,,,,5,5.25,,4,Chưa xác định,
8/13/2026 11:35,An toàn thông tin,Nam,"C01 (Văn, Toán, Lý)",1,3,3,2,3,2,4,3,3,3,6.5,,,6.25,,,,4.75,,,4,Chưa xác định,
8/13/2026 12:09,Du lịch,Nam,"A00 (Toán, Lý, Hóa)",4,1,2,3,2,2,2,5,2,2,,,,7.75,,,,5,5.75,,1,Đi làm,
8/13/2026 13:06,Công nghệ tài chính,Nữ,"A00 (Toán, Lý, Hóa)",5,1,3,4,2,2,2,1,2,2,,,,5.5,,,,5.5,6.5,,1,Đi làm,
8/13/2026 13:10,Ngôn ngữ Trung Quốc,Nữ,"D09 (Toán, Sử, Anh)",5,3,5,2,4,1,2,2,2,4,,,7,8,,,6.25,,,,1,Đi làm,
8/13/2026 13:15,Khoa học dinh dưỡng và ẩm thực,Nữ,"D07 (Toán, Hóa, Anh)",2,2,2,4,5,4,3,4,2,2,,,9.5,7,,,,,6.5,,1,Đi làm,
8/13/2026 13:19,Marketing,Nữ,"A01 (Toán, Lý, Anh)",4,2,4,4,2,2,1,1,4,2,,,5.25,6,,,,6.75,,,1,Đi làm,
8/13/2026 13:24,Công nghệ tài chính,Nam,"D01 (Toán, Văn, Anh)",4,1,4,5,3,2,1,2,4,3,6.75,,6.5,6.75,,,,,,,1,Đi làm,
8/13/2026 13:27,Quản lý tài nguyên và môi trường,Nữ,"A00 (Toán, Lý, Hóa)",2,2,3,5,4,2,5,2,2,1,,,,8.75,,,,7.5,9.5,,1,Đi làm,
8/13/2026 13:31,Luật kinh tế,Nam,"A00 (Toán, Lý, Hóa)",4,2,3,4,4,2,1,1,5,2,,,,7.5,,,,8.5,7.75,,1,Đi làm,
8/13/2026 13:33,Khoa học chế biến món ăn,Nữ,"B00 (Toán, Hóa, Sinh)",2,3,3,5,5,5,2,5,3,1,,,,5,,,,,8.5,5,1,Đi làm,
8/13/2026 13:37,Ngôn ngữ Anh,Nữ,"D01 (Toán, Văn, Anh)",4,1,3,2,4,1,1,1,2,3,8,,7.75,7.5,,,,,,,1,Đi làm,
8/13/2026 13:43,Công nghệ vật liệu,Nam,"D07 (Toán, Hóa, Anh)",3,3,3,5,3,4,3,3,3,1,,,7.75,8.75,,,,,5.75,,1,Đi làm,
8/13/2026 13:46,Kế toán,Nam,"A01 (Toán, Lý, Anh)",4,2,4,5,2,2,2,1,2,3,,,8.5,7.5,,,,7.25,,,1,Đi làm,
8/13/2026 13:48,Trí tuệ nhân tạo,Nam,"A00 (Toán, Lý, Hóa)",1,5,4,5,5,1,2,2,2,2,,,,7.5,,,,5.75,7.75,,1,Đi làm,
8/13/2026 13:51,Công nghệ chế biến thủy sản,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,3,4,3,3,3,4,2,1,,,,7.5,,,,,8.5,6.25,1,Đi làm,
8/13/2026 13:57,Công nghệ kỹ thuật điện - điện tử,Nam,"D07 (Toán, Hóa, Anh)",1,5,4,5,5,2,2,1,2,1,,,7.5,8.25,,,,,8.5,,1,Đi làm,
8/13/2026 14:01,Quản trị khách sạn,Nữ,"C00 (Văn, Sử, Địa)",5,1,3,3,3,2,2,5,3,2,7,7,,,,,9,,,,3,Kinh doanh,
8/13/2026 14:07,Công nghệ kỹ thuật điện - điện tử,Nữ,"D07 (Toán, Hóa, Anh)",3,2,4,5,5,1,1,2,2,1,,,6.75,8.25,,,,,9.25,,1,Đi làm,
8/13/2026 14:11,Quản trị nhà hàng và dịch vụ ăn uống,Nam,"D01 (Toán, Văn, Anh)",4,2,2,3,2,1,1,4,2,3,5.25,,6.75,8.75,,,,,,,1,Đi làm,
8/13/2026 14:16,Công nghệ kỹ thuật cơ điện tử,Nữ,"C01 (Văn, Toán, Lý)",3,3,4,4,3,2,1,2,2,1,8.5,,,9.25,,,,6.25,,,1,Đi làm,
8/13/2026 14:20,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,5,4,4,4,2,1,1,1,1,,,,5.25,,,,8.75,8.75,,3,Kinh doanh,
8/13/2026 14:25,Công nghệ kỹ thuật điện - điện tử,Nam,"D07 (Toán, Hóa, Anh)",3,2,3,4,3,1,2,1,2,2,,,7.75,8.75,,,,,6.5,,1,Đi làm,
8/13/2026 14:31,Công nghệ vật liệu,Nữ,"D07 (Toán, Hóa, Anh)",2,2,2,5,3,4,3,2,3,1,,,8.5,5.25,,,,,9.25,,1,Đi làm,
8/13/2026 14:35,Quản trị nhà hàng và dịch vụ ăn uống,Nam,"D01 (Toán, Văn, Anh)",4,1,2,2,3,2,2,4,3,3,9,,8,8.75,,,,,,,1,Đi làm,
8/13/2026 14:38,Luật kinh tế,Nữ,"D01 (Toán, Văn, Anh)",4,2,2,4,5,2,1,1,4,1,8,,6.75,7,,,,,,,3,Kinh doanh,
8/13/2026 14:41,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"A01 (Toán, Lý, Anh)",3,5,4,4,3,1,2,2,1,2,,,8.75,6.5,,,,9.5,,,1,Đi làm,
8/13/2026 14:47,Luật,Nam,"X01 (Toán, Văn, GDKT&PL)",4,3,2,5,5,2,1,2,5,2,9,,,9.5,6.5,,,,,,1,Đi làm,
8/13/2026 14:52,Khoa học dữ liệu,Nữ,"A00 (Toán, Lý, Hóa)",1,5,4,5,5,1,2,1,1,2,,,,6,,,,9.5,9.5,,1,Đi làm,
8/13/2026 14:55,Công nghệ tài chính,Nữ,"A01 (Toán, Lý, Anh)",5,2,5,4,3,2,1,2,4,2,,,7.5,8,,,,8.5,,,1,Đi làm,
8/13/2026 15:01,Công nghệ vật liệu,Nữ,"D07 (Toán, Hóa, Anh)",3,2,2,3,3,5,2,3,3,1,,,9,7.75,,,,,6.25,,1,Đi làm,
8/13/2026 15:38,"Công nghệ dệt, may",Nữ,"B08 (Toán Sinh, Anh)",5,4,5,4,5,4,5,5,5,5,,,7,8,,,,,,8,1,Đi làm,
8/13/2026 15:38,Công nghệ sinh học,Nữ,"B08 (Toán Sinh, Anh)",5,1,5,5,5,5,5,5,5,5,,,5,7.75,,,,,,9,1,Đi làm,
8/13/2026 15:39,Công nghệ sinh học,Nữ,"A01 (Toán, Lý, Anh)",2,5,4,3,5,4,5,4,4,5,,,6,6,,,,9,,,2,Nghiên cứu,
8/13/2026 15:39,Công nghệ sinh học,Nữ,"B08 (Toán Sinh, Anh)",4,3,3,2,4,4,3,4,5,3,,,5,7,,,,,,8,2,Nghiên cứu,
8/13/2026 15:43,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,2,2,5,3,3,3,5,4,5,,,,8.25,,,,,8.4,8,2,Nghiên cứu,
8/13/2026 15:43,Tài chính ngân hàng,Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,8,8,,1,Đi làm,
8/13/2026 15:44,Công nghệ thực phẩm,Nữ,"B00 (Toán, Hóa, Sinh)",3,4,3,3,3,4,4,4,4,4,,,,7.3,,,,,8,7.5,2,Nghiên cứu,
8/13/2026 15:44,Luật kinh tế,Nữ,"A00 (Toán, Lý, Hóa)",3,3,3,4,4,3,3,3,4,4,,,,8.25,,,,8,8,,1,Đi làm,
8/13/2026 15:47,Quản trị dịch vụ du lịch và lữ hành,Nữ,"D01 (Toán, Văn, Anh)",4,2,4,4,4,5,5,5,4,4,9,,7,7,,,,,,,3,Kinh doanh,
8/13/2026 15:47,Quản trị dịch vụ du lịch và lữ hành,Nữ,"D01 (Toán, Văn, Anh)",3,3,4,4,4,1,4,1,5,5,7,,8,7,,,,,,,1,Đi làm,
8/13/2026 15:47,Quản trị dịch vụ du lịch và lữ hành,Nữ,"C00 (Văn, Sử, Địa)",3,5,4,5,4,3,5,5,5,4,8.25,9,,,,,8,,,,4,Chưa xác định,
8/13/2026 15:50,"Công nghệ dệt, may",Nữ,"A00 (Toán, Lý, Hóa)",3,4,3,3,4,3,4,3,4,3,,,,7,,,,7,7,,1,Đi làm,
8/13/2026 15:51,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",3,5,5,5,4,4,5,5,5,5,9,,8,8,,,,,,,1,Đi làm,
8/13/2026 15:51,Đảm bảo chất lượng và an toàn thực phẩm,Nữ,"D01 (Toán, Văn, Anh)",5,2,3,2,2,3,3,3,3,3,7,,7,8,,,,,,,3,Kinh doanh,
8/13/2026 15:52,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,7,,8,8,,,,,,,1,Đi làm,
8/13/2026 15:55,Luật kinh tế,Nữ,"C00 (Văn, Sử, Địa)",3,2,3,3,3,3,3,4,3,3,8,9.2,,,,,8.9,,,,1,Đi làm,
8/13/2026 15:56,Luật kinh tế,Nữ,"C00 (Văn, Sử, Địa)",3,4,3,3,3,3,3,3,3,3,8.8,7.8,,,,,8,,,,1,Đi làm,
8/13/2026 15:56,Công nghệ thông tin,Nữ,"A00 (Toán, Lý, Hóa)",5,1,5,5,5,3,5,5,3,4,,,,7.8,,,,8.5,7,,3,Kinh doanh,
8/13/2026 15:56,Công nghệ vật liệu,Nữ,"C02 (Văn, Toán, Hóa)",3,4,3,3,3,3,3,3,3,3,7.5,,,7,,,,,6,,4,Chưa xác định,
8/13/2026 15:56,Marketing,Nữ,"A01 (Toán, Lý, Anh)",4,3,4,4,4,3,3,4,4,4,,,6,7,,,,8.5,,,1,Đi làm,
8/13/2026 15:56,Công nghệ tài chính,Nữ,"D01 (Toán, Văn, Anh)",3,5,4,2,4,4,4,4,4,4,8.5,,6.8,7,,,,,,,1,Đi làm,
8/13/2026 15:56,Luật kinh tế,Nữ,"A01 (Toán, Lý, Anh)",4,4,5,5,5,4,5,5,5,5,,,6,7,,,,8,,,3,Kinh doanh,
8/13/2026 15:56,Marketing,Nữ,"C01 (Văn, Toán, Lý)",3,3,4,3,3,3,4,5,3,4,8.5,,,8.9,,,,8.5,,,1,Đi làm,
8/13/2026 15:59,Công nghệ vật liệu,Nam,"A00 (Toán, Lý, Hóa)",4,4,3,5,4,5,5,3,5,5,,,,7.6,,,,8,6.5,,1,Đi làm,
8/13/2026 16:00,Luật kinh tế,Nữ,"C00 (Văn, Sử, Địa)",4,4,3,3,4,2,4,4,3,3,8.5,9.25,,,,,7.4,,,,1,Đi làm,
8/13/2026 16:00,Luật kinh tế,Nữ,"C00 (Văn, Sử, Địa)",3,5,4,4,4,4,4,4,4,4,8,8.8,,,,,8.8,,,,1,Đi làm,
8/13/2026 16:02,Công nghệ thông tin,Nam,"A00 (Toán, Lý, Hóa)",5,1,4,5,5,1,4,4,4,3,,,,8,,,,8,8,,1,Đi làm,
8/13/2026 16:03,Quản trị khách sạn,Nam,"D01 (Toán, Văn, Anh)",5,1,4,3,5,4,4,5,5,4,8.5,,7.6,8.2,,,,,,,3,Kinh doanh,
8/13/2026 16:03,Khoa học dữ liệu,Nam,"A01 (Toán, Lý, Anh)",3,4,5,5,5,4,4,5,5,3,,,10,9,,,,8,,,2,Nghiên cứu,
8/13/2026 16:04,Công nghệ sinh học,Nam,"B00 (Toán, Hóa, Sinh)",3,4,4,4,4,3,4,3,2,4,,,,7,,,,,8,6.5,4,Chưa xác định,
8/13/2026 16:04,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"A01 (Toán, Lý, Anh)",3,3,3,3,4,3,2,4,4,2,,,7,8.5,,,,9.5,,,2,Nghiên cứu,
8/13/2026 16:16,Kỹ thuật nhiệt,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,8,,,,7.75,7,,1,Đi làm,
8/13/2026 16:23,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,3,5,4,3,3,3,5,5,4,,,,8.5,,,,8.5,8.5,,1,Đi làm,
8/13/2026 16:24,Công nghệ chế tạo máy,Nam,"A01 (Toán, Lý, Anh)",1,3,2,3,2,1,1,4,2,2,,,7,7,,,,6,,,1,Đi làm,
8/13/2026 16:26,"Công nghệ dệt, may",Nữ,"D14 (Văn, Anh, Sử)",1,1,1,1,1,1,1,1,1,1,7,,6,,,,9,,,,1,Đi làm,
8/13/2026 16:29,Công nghệ kỹ thuật điện - điện tử,Nam,"A01 (Toán, Lý, Anh)",5,1,5,5,1,1,1,1,5,1,,,6,5,,,,6,,,1,Đi làm,
8/13/2026 16:29,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",3,3,3,3,3,3,2,4,3,1,,,,6,,,,5,6,,4,Chưa xác định,
8/13/2026 16:29,Công nghệ kỹ thuật điện - điện tử,Nam,"D01 (Toán, Văn, Anh)",4,2,4,5,5,5,5,4,4,3,8,,8,7,,,,,,,1,Đi làm,
8/13/2026 16:30,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,8,,,,7,7.3,,4,Chưa xác định,
8/13/2026 16:30,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",5,4,4,4,4,4,4,4,4,4,8,,5,5.5,,,,,,,1,Đi làm,
8/13/2026 16:30,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",1,3,1,3,1,1,4,5,1,1,8.5,,5,5,,,,,,,1,Đi làm,
8/13/2026 16:32,"Công nghệ dệt, may",Nữ,"D01 (Toán, Văn, Anh)",4,3,4,4,4,4,4,4,4,4,8,,5,6,,,,,,,3,Kinh doanh,
8/13/2026 16:33,"Công nghệ dệt, may",Nữ,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,6.5,8,,1,Đi làm,
8/13/2026 16:33,"Công nghệ dệt, may",Nữ,"A01 (Toán, Lý, Anh)",4,3,4,4,4,3,5,3,3,5,,,7,7,,,,6,,,3,Kinh doanh,
8/13/2026 16:33,Công nghệ kỹ thuật cơ điện tử,Nam,"D01 (Toán, Văn, Anh)",5,1,5,5,5,5,5,5,5,4,8.25,,6,9.2,,,,,,,4,Chưa xác định,
8/13/2026 16:33,Kinh doanh quốc tế,Nam,"D01 (Toán, Văn, Anh)",3,2,4,4,4,4,3,3,3,3,9,,7,8,,,,,,,1,Đi làm,
8/13/2026 16:34,"Công nghệ dệt, may",Nữ,"A00 (Toán, Lý, Hóa)",4,4,4,5,5,3,4,4,5,5,,,,7,,,,6.8,7,,3,Kinh doanh,
8/13/2026 16:37,Công nghệ kỹ thuật điện - điện tử,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,7.75,,8,8.75,,,,,,,4,Chưa xác định,
8/13/2026 16:37,Công nghệ kỹ thuật điện - điện tử,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,10,,10,10,,,,,,,1,Đi làm,
8/13/2026 16:39,Kỹ thuật nhiệt,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,6.5,,,,7,5,,1,Đi làm,
8/13/2026 16:39,Kỹ thuật nhiệt,Nam,"D01 (Toán, Văn, Anh)",3,2,3,3,3,3,3,3,3,3,6,,6,7,,,,,,,1,Đi làm,
8/13/2026 16:39,Kỹ thuật nhiệt,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,4,5,5,2.5,,5,8.25,,,,,,,1,Đi làm,
8/13/2026 16:39,Công nghệ kỹ thuật điện - điện tử,Nam,"A00 (Toán, Lý, Hóa)",4,4,5,4,4,5,5,4,4,5,,,,8,,,,7.25,8.5,,1,Đi làm,
8/13/2026 16:40,Kỹ thuật nhiệt,Nam,"D01 (Toán, Văn, Anh)",5,1,5,5,3,5,5,5,3,3,7,,3,6,,,,,,,1,Đi làm,
8/13/2026 16:40,Kỹ thuật nhiệt,Nam,"A00 (Toán, Lý, Hóa)",5,5,3,3,3,3,3,4,4,5,,,,7,,,,6,8,,1,Đi làm,
8/13/2026 16:42,Công nghệ kỹ thuật cơ điện tử,Nam,"A00 (Toán, Lý, Hóa)",4,3,3,3,4,3,3,4,4,3,,,,7,,,,6,6,,1,Đi làm,
8/13/2026 16:44,Công nghệ chế tạo máy,Nam,"D01 (Toán, Văn, Anh)",1,1,2,4,1,5,5,5,5,5,7,,2,8,,,,,,,4,Chưa xác định,
8/13/2026 16:44,Công nghệ chế tạo máy,Nam,"A00 (Toán, Lý, Hóa)",5,5,5,5,5,5,5,5,5,5,,,,7,,,,6.75,6.5,,1,Đi làm,
8/13/2026 16:47,Luật,Nam,"A01 (Toán, Lý, Anh)",3,3,3,2,2,2,2,2,2,2,,,8,8,,,,8,,,2,Nghiên cứu,
8/14/2026 8:42,Tài chính ngân hàng,Nữ,"A01 (Toán, Lý, Anh)",3,5,4,4,5,5,4,4,3,5,,,8,7,,,,6,,,2,Nghiên cứu,
8/14/2026 9:16,Marketing,Nữ,"D01 (Toán, Văn, Anh)",4,1,4,5,2,1,1,1,3,2,7.25,,7,6,,,,,,,1,Đi làm,
8/14/2026 9:16,Marketing,Nam,"D01 (Toán, Văn, Anh)",5,5,5,5,5,5,5,5,5,5,8.5,,6,7,,,,,,,1,Đi làm,
8/14/2026 9:18,Công nghệ kỹ thuật điều khiển và TĐH,Nam,"A00 (Toán, Lý, Hóa)",1,1,1,1,5,5,5,5,5,3,,,,7,,,,5,6,,4,Chưa xác định,
8/14/2026 9:19,Du lịch,Nam,"C00 (Văn, Sử, Địa)",5,1,5,5,5,5,5,5,5,5,8,9,,,,,8,,,,1,Đi làm,
8/14/2026 9:22,Quản trị dịch vụ du lịch và lữ hành,Nam,"A01 (Toán, Lý, Anh)",5,1,2,3,3,1,2,3,3,2,,,5.75,9,,,,6.5,,,1,Đi làm,
8/14/2026 9:22,Công nghệ chế tạo máy,Nam,"A01 (Toán, Lý, Anh)",5,5,5,5,5,5,5,5,5,5,,,7,8,,,,10,,,1,Đi làm,
8/14/2026 9:26,Công nghệ chế tạo máy,Nam,"A00 (Toán, Lý, Hóa)",3,1,2,2,4,4,2,3,3,2,,,,5,,,,5,5,,1,Đi làm,
8/14/2026 9:28,Công nghệ vật liệu,Nữ,"A00 (Toán, Lý, Hóa)",3,3,2,3,4,5,2,3,3,1,,,,6.75,,,,7,5,,1,Đi làm,
