Năng động,Hướng nội,Sáng tạo,Logic,Tò mò,Cảm thông,Yêu Công nghệ,Yêu Xã hội,Yêu Sức khỏe,Yêu Nghệ thuật,Nhom_NganH_Output
2,4,2,5,5,1,4,1,1,1,Khoa học tự nhiên khác
2,4,2,3,4,5,2,4,2,2,Tâm lý
4,1,2,3,4,4,2,5,1,2,Ngoại giao - Ngoại ngữ
3,3,5,2,4,1,2,2,1,5,Thời trang - May mặc
3,3,4,5,5,1,5,2,2,2,Hàng không - Vũ trụ - Hạt nhân
2,3,3,5,4,1,4,1,3,1,Ô tô - Cơ khí - Chế tạo
5,2,5,3,5,4,3,4,2,2,Báo chí - Markerting - Quảng cáo - PR
3,3,4,2,4,5,1,5,2,2,Sư phạm - Giáo dục
4,3,3,3,3,1,5,2,2,2,Công nghệ chế biến thực phẩm
5,1,3,3,5,5,3,5,2,3,Du lịch - Khách sạn
5,1,3,3,5,4,1,5,2,2,Du lịch - Khách sạn
3,3,5,2,4,1,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,2,4,2,2,5,1,5,2,1,Sư phạm - Giáo dục
2,4,3,4,3,1,4,1,1,2,Công nghệ In - Giấy
3,3,4,2,4,2,3,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,3,3,5,4,1,5,1,3,1,Ô tô - Cơ khí - Chế tạo
2,3,3,3,3,5,3,4,2,2,Sư phạm - Giáo dục
3,3,2,5,3,2,3,3,2,1,Kế toán - Kiểm toán
4,2,2,3,2,5,2,5,2,1,Nhân sự - Hành chính
3,4,1,5,3,3,3,3,3,1,Kế toán - Kiểm toán
1,5,2,5,5,5,2,4,2,1,Tâm lý
4,3,5,2,4,5,1,3,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
4,2,5,3,4,3,4,5,2,3,Báo chí - Markerting - Quảng cáo - PR
4,2,3,4,2,5,2,5,1,1,Nhân sự - Hành chính
4,2,4,3,3,5,2,5,2,2,Nhân sự - Hành chính
4,3,5,2,4,2,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
2,3,4,4,4,5,2,4,1,3,Văn hóa - Chính trị - Khoa học Xã hội
3,4,3,5,5,2,5,1,1,1,Công nghệ sinh - Hóa
5,2,4,3,4,4,2,4,1,2,Ngoại giao - Ngoại ngữ
5,1,2,3,2,3,2,3,5,1,Thể dục - Thể thao
4,1,4,4,4,3,3,5,3,1,Kinh tế - Quản trị kinh doanh - Thương Mại
5,1,2,3,2,3,1,4,5,1,Thể dục - Thể thao
3,3,2,5,4,4,3,5,2,1,Luật - Tòa án
3,3,2,5,3,2,3,3,1,1,Kế toán - Kiểm toán
3,4,2,5,5,5,4,4,5,1,Y - dược
2,4,3,5,5,1,4,1,1,1,Khoa học tự nhiên khác
5,1,1,2,2,3,1,4,5,1,Thể dục - Thể thao
2,4,3,4,5,1,4,1,1,1,Công nghiệp bán dẫn
4,2,3,3,2,5,2,5,1,2,Nhân sự - Hành chính
2,3,3,4,4,3,4,1,2,1,Công nghệ chế biến thực phẩm
3,3,3,4,5,4,3,5,2,1,Luật - Tòa án
3,4,3,5,4,1,4,1,2,1,Khoa học tự nhiên khác
2,3,3,3,3,5,2,5,2,3,Sư phạm - Giáo dục
2,3,4,5,5,1,5,1,2,1,Công nghệ thông tin - Tin học
3,4,5,4,5,1,5,1,1,1,Công nghệ thông tin - Tin học
5,2,3,3,4,4,3,3,5,1,Công an - Quân đội
3,2,3,4,5,2,4,1,4,1,Mỏ - Địa chất
2,3,3,5,5,3,4,1,3,1,Công nghệ sinh - Hóa
3,3,2,5,3,2,5,1,2,1,Ô tô - Cơ khí - Chế tạo
3,3,2,4,4,5,3,2,4,1,Y - dược
5,1,3,2,5,4,3,4,1,2,Du lịch - Khách sạn
3,2,3,4,4,1,5,2,2,1,Ô tô - Cơ khí - Chế tạo
2,4,3,5,5,1,5,1,1,2,Công nghiệp bán dẫn
3,4,1,5,5,5,1,4,2,2,Tâm lý
4,2,2,4,3,4,3,5,5,1,Công an - Quân đội
2,4,3,5,5,2,3,2,2,1,Công nghệ sinh - Hóa
3,4,3,5,5,1,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
3,3,3,3,3,5,2,5,2,2,Sư phạm - Giáo dục
5,1,5,4,5,3,3,5,2,3,Báo chí - Markerting - Quảng cáo - PR
3,3,2,5,2,2,4,3,2,1,Kế toán - Kiểm toán
4,2,3,3,3,5,3,4,2,1,Nhân sự - Hành chính
1,3,3,5,5,1,5,2,1,2,Công nghiệp bán dẫn
5,2,3,1,5,4,1,4,2,2,Du lịch - Khách sạn
3,3,3,5,4,5,3,4,5,1,Y - dược
2,4,3,4,5,5,1,3,1,2,Tâm lý
3,3,3,5,5,1,5,1,2,1,Ô tô - Cơ khí - Chế tạo
3,3,4,4,3,1,3,2,2,1,Công nghệ chế biến thực phẩm
3,3,2,4,4,5,3,3,2,1,Tài nguyên - Môi trường
2,2,3,4,4,5,2,2,5,1,Bác sĩ thú y
3,3,4,3,4,4,2,5,1,4,Văn hóa - Chính trị - Khoa học Xã hội
3,3,1,4,3,5,3,4,2,1,Tài nguyên - Môi trường
3,3,4,3,4,5,2,4,1,4,Văn hóa - Chính trị - Khoa học Xã hội
2,5,3,5,5,1,5,1,2,1,Công nghệ thông tin - Tin học
2,5,4,5,5,1,4,1,2,2,Công nghệ sinh - Hóa
4,3,3,3,3,5,2,5,2,2,Sư phạm - Giáo dục
2,5,2,5,5,1,3,1,2,1,Khoa học tự nhiên khác
4,2,3,5,3,2,3,4,2,2,Tài chính - Ngân hàng - Bảo hiểm
4,2,3,3,3,4,2,5,1,1,Ngoại giao - Ngoại ngữ
3,3,5,1,4,1,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,4,4,2,4,2,4,2,2,5,Thiết kế đồ họa - Game - Đa phương tiện
3,2,2,3,4,3,4,2,3,2,Thủy sản - Lâm nghiệp - Nông nghiệp
4,3,5,1,4,5,1,2,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
5,2,4,4,4,2,3,4,2,2,Kinh tế - Quản trị kinh doanh - Thương Mại
5,1,4,4,4,2,3,5,2,2,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
2,4,5,5,5,1,5,1,1,2,Công nghệ thông tin - Tin học
4,4,4,4,2,2,4,2,4,2,Xây dựng - Kiến trúc - Giao thông
4,3,3,2,4,5,2,4,1,3,Văn hóa - Chính trị - Khoa học Xã hội
3,3,3,5,4,1,5,1,2,2,Điện lạnh - Điện tử - Điện - Tự động hóa
5,1,5,2,5,3,3,5,2,3,Báo chí - Markerting - Quảng cáo - PR
4,2,3,3,4,3,2,5,1,2,Ngoại giao - Ngoại ngữ
3,3,2,4,3,3,2,5,1,1,Luật - Tòa án
2,5,3,4,3,1,3,1,1,2,Công nghệ In - Giấy
4,2,3,5,2,2,3,4,3,1,Tài chính - Ngân hàng - Bảo hiểm
5,2,5,4,4,2,3,4,2,4,Báo chí - Markerting - Quảng cáo - PR
2,4,2,5,5,1,5,1,3,1,Ô tô - Cơ khí - Chế tạo
3,2,3,3,4,3,2,5,1,2,Ngoại giao - Ngoại ngữ
4,2,2,5,4,5,3,4,4,1,Công an - Quân đội
2,4,5,5,5,1,5,1,1,3,Công nghệ thông tin - Tin học
3,4,5,2,4,3,3,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,3,5,2,3,1,1,3,1,5,Thời trang - May mặc
3,2,2,4,4,5,3,1,5,1,Bác sĩ thú y
3,3,3,3,4,5,2,5,1,2,Văn hóa - Chính trị - Khoa học Xã hội
2,4,4,4,3,1,4,1,1,1,Công nghệ vật liệu
5,2,5,3,5,3,4,5,2,3,Báo chí - Markerting - Quảng cáo - PR
2,2,2,4,4,3,3,2,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
2,4,3,4,5,1,5,1,2,1,Công nghệ vật liệu
5,2,4,2,4,5,2,4,2,1,Du lịch - Khách sạn
2,4,3,5,5,2,4,1,1,1,Công nghệ sinh - Hóa
5,1,5,3,5,3,3,5,3,3,Báo chí - Markerting - Quảng cáo - PR
4,3,2,5,3,5,3,4,5,1,Y - dược
4,4,4,5,4,2,4,2,3,2,Xây dựng - Kiến trúc - Giao thông
2,3,4,5,4,1,5,1,2,1,Công nghiệp bán dẫn
2,4,2,4,5,5,2,4,2,2,Tâm lý
4,3,2,4,5,5,2,2,4,2,Bác sĩ thú y
1,4,2,4,3,1,5,2,1,2,Công nghệ In - Giấy
3,3,2,4,4,4,3,3,3,1,Tài nguyên - Môi trường
2,5,3,5,5,2,3,1,2,2,Công nghệ sinh - Hóa
3,3,4,3,3,5,2,5,2,2,Sư phạm - Giáo dục
3,2,1,4,4,5,2,2,5,1,Bác sĩ thú y
1,3,3,4,3,2,3,1,1,3,Công nghệ In - Giấy
3,3,3,4,3,2,4,2,2,1,Công nghệ chế biến thực phẩm
3,4,2,4,4,2,4,2,3,1,Hàng hải - Thủy lợi - Thời tiết
3,3,1,3,4,2,4,1,4,1,Hàng hải - Thủy lợi - Thời tiết
3,2,2,4,5,2,4,1,4,1,Mỏ - Địa chất
3,3,2,5,3,1,3,3,1,1,Kế toán - Kiểm toán
2,2,1,5,5,2,3,1,5,1,Mỏ - Địa chất
4,2,4,4,4,2,3,4,2,1,Tài chính - Ngân hàng - Bảo hiểm
3,2,3,5,5,1,4,1,3,1,Ô tô - Cơ khí - Chế tạo
3,2,2,4,3,5,2,2,5,1,Bác sĩ thú y
3,3,2,5,4,5,3,3,5,1,Y - dược
3,3,3,5,4,1,5,1,4,1,Ô tô - Cơ khí - Chế tạo
3,3,2,5,4,2,5,1,2,1,Ô tô - Cơ khí - Chế tạo
5,1,5,3,5,3,3,5,1,3,Báo chí - Markerting - Quảng cáo - PR
2,4,4,5,5,1,5,1,1,1,Công nghệ thông tin - Tin học
3,4,3,4,3,2,4,2,2,1,Công nghệ chế biến thực phẩm
2,4,4,4,4,1,5,1,1,3,Công nghệ thông tin - Tin học
3,3,4,5,2,2,5,2,3,2,Xây dựng - Kiến trúc - Giao thông
2,4,3,5,5,1,4,1,1,1,Công nghệ vật liệu
4,1,4,4,3,5,2,4,1,1,Nhân sự - Hành chính
3,3,1,3,5,3,4,1,4,1,Hàng hải - Thủy lợi - Thời tiết
4,4,5,2,4,5,1,4,2,5,Mỹ thuật - Âm nhạc - Nghệ thuật
4,2,2,4,3,3,3,2,4,2,Thủy sản - Lâm nghiệp - Nông nghiệp
2,4,3,4,4,1,5,2,2,1,Công nghệ vật liệu
2,5,4,5,5,1,5,1,1,2,Công nghệ thông tin - Tin học
2,4,3,5,4,2,4,1,2,1,Công nghệ sinh - Hóa
2,3,2,4,4,2,3,1,4,1,Hàng hải - Thủy lợi - Thời tiết
5,2,2,4,4,3,3,4,5,1,Công an - Quân đội
1,4,3,5,4,1,4,1,2,1,Công nghệ sinh - Hóa
5,1,4,3,3,3,3,5,2,1,Kinh tế - Quản trị kinh doanh - Thương Mại
3,2,2,4,5,5,2,1,5,1,Bác sĩ thú y
3,3,3,3,4,5,2,5,3,2,Sư phạm - Giáo dục
3,3,2,5,4,1,4,1,2,1,Điện lạnh - Điện tử - Điện - Tự động hóa
3,4,2,4,4,2,4,1,4,1,Hàng hải - Thủy lợi - Thời tiết
4,2,4,3,4,5,2,5,1,2,Ngoại giao - Ngoại ngữ
5,1,4,4,4,2,3,5,1,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
2,4,2,5,5,2,5,1,2,1,Công nghệ sinh - Hóa
2,5,3,4,3,1,4,1,1,2,Công nghệ In - Giấy
3,4,3,4,2,1,4,1,1,2,Công nghệ In - Giấy
4,1,4,3,4,3,3,5,2,2,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
3,3,4,5,3,2,4,2,3,2,Xây dựng - Kiến trúc - Giao thông
3,3,3,5,4,1,5,1,2,2,Ô tô - Cơ khí - Chế tạo
3,3,4,4,4,1,5,1,2,1,Điện lạnh - Điện tử - Điện - Tự động hóa
2,4,4,5,5,1,5,2,1,1,Công nghiệp bán dẫn
3,3,2,5,4,4,2,5,2,1,Luật - Tòa án
3,3,4,5,5,1,5,1,4,1,Hàng không - Vũ trụ - Hạt nhân
2,2,5,3,4,2,2,3,1,5,Thời trang - May mặc
5,1,5,4,3,3,3,5,2,1,Kinh tế - Quản trị kinh doanh - Thương Mại
2,3,2,4,5,2,3,1,4,1,Hàng hải - Thủy lợi - Thời tiết
5,1,5,3,5,3,3,4,2,3,Báo chí - Markerting - Quảng cáo - PR
3,3,4,5,3,1,5,1,3,1,Điện lạnh - Điện tử - Điện - Tự động hóa
4,2,1,5,2,4,4,4,5,1,Công an - Quân đội
2,3,2,3,4,5,2,5,3,2,Sư phạm - Giáo dục
4,3,2,5,4,1,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
3,3,2,4,5,1,5,2,3,1,Hàng không - Vũ trụ - Hạt nhân
4,1,3,2,2,3,1,4,5,2,Thể dục - Thể thao
5,1,4,4,4,2,4,4,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
3,2,2,5,4,5,2,2,5,1,Bác sĩ thú y
4,3,2,5,2,2,3,3,2,2,Tài chính - Ngân hàng - Bảo hiểm
2,3,2,5,5,2,4,1,2,1,Công nghệ sinh - Hóa
3,3,2,5,3,5,2,4,5,1,Y - dược
4,2,3,3,4,4,2,5,1,3,Ngoại giao - Ngoại ngữ
5,1,4,5,4,2,3,4,2,2,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
2,4,4,4,5,1,5,1,1,1,Công nghiệp bán dẫn
2,5,3,5,4,1,4,1,2,1,Toán học và thống kê
4,3,2,5,4,4,3,3,2,1,Tài nguyên - Môi trường
4,3,3,5,4,4,2,5,1,1,Luật - Tòa án
2,2,2,3,4,4,3,2,2,2,Tài nguyên - Môi trường
2,3,2,5,4,1,5,1,3,1,Ô tô - Cơ khí - Chế tạo
1,4,3,5,5,1,3,1,1,1,Khoa học tự nhiên khác
2,3,4,5,3,2,3,2,3,1,Xây dựng - Kiến trúc - Giao thông
4,3,3,4,4,5,1,4,1,2,Ngoại giao - Ngoại ngữ
3,2,2,4,3,2,3,3,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
3,4,2,5,4,5,1,5,2,2,Luật - Tòa án
2,4,4,5,5,1,4,1,1,2,Công nghệ thông tin - Tin học
4,3,5,1,4,5,1,3,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
3,4,5,2,4,1,5,2,1,4,Thiết kế đồ họa - Game - Đa phương tiện
3,3,2,5,3,3,2,5,2,1,Luật - Tòa án
3,2,2,4,3,5,2,2,4,1,Bác sĩ thú y
2,4,4,5,4,2,5,1,1,2,Công nghệ thông tin - Tin học
4,2,3,3,4,5,2,5,1,1,Nhân sự - Hành chính
4,3,3,5,3,2,3,4,2,1,Kế toán - Kiểm toán
3,3,5,2,4,2,4,3,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,2,5,2,4,2,4,3,2,5,Thiết kế đồ họa - Game - Đa phương tiện
3,3,1,4,4,5,2,2,5,1,Bác sĩ thú y
4,3,5,2,4,2,2,3,1,4,Thời trang - May mặc
3,3,3,4,4,4,4,3,2,1,Tài nguyên - Môi trường
5,3,1,5,2,4,3,4,5,1,Công an - Quân đội
5,1,2,2,2,4,2,4,5,1,Thể dục - Thể thao
3,3,2,5,2,2,3,2,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
3,2,1,4,4,2,4,2,4,1,Mỏ - Địa chất
5,2,2,3,3,5,2,5,1,2,Nhân sự - Hành chính
3,2,2,4,4,2,4,1,3,1,Hàng hải - Thủy lợi - Thời tiết
5,1,5,4,5,2,3,5,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
2,4,3,5,4,1,4,1,1,1,Khoa học tự nhiên khác
4,3,5,3,4,2,2,3,1,5,Thời trang - May mặc
2,4,2,5,4,1,5,1,1,1,Công nghệ vật liệu
5,1,5,3,5,3,3,4,2,3,Báo chí - Markerting - Quảng cáo - PR
2,4,3,5,5,3,4,1,1,1,Công nghệ sinh - Hóa
3,3,2,4,4,4,3,2,2,1,Tài nguyên - Môi trường
3,3,3,3,4,5,1,5,1,2,Sư phạm - Giáo dục
4,4,5,2,4,5,1,2,1,4,Mỹ thuật - Âm nhạc - Nghệ thuật
4,2,3,5,3,1,3,3,2,1,Tài chính - Ngân hàng - Bảo hiểm
2,3,2,4,3,4,2,5,2,1,Luật - Tòa án
1,4,4,4,4,1,5,1,1,2,Công nghệ thông tin - Tin học
2,4,2,5,4,1,4,1,1,1,Toán học và thống kê
5,1,4,4,4,4,2,4,2,2,Kinh tế - Quản trị kinh doanh - Thương Mại
5,3,5,1,4,5,1,3,1,4,Mỹ thuật - Âm nhạc - Nghệ thuật
5,1,4,4,4,3,3,5,2,1,Kinh tế - Quản trị kinh doanh - Thương Mại
4,2,3,3,3,5,2,5,2,1,Nhân sự - Hành chính
3,3,4,5,3,2,4,3,2,2,Xây dựng - Kiến trúc - Giao thông
5,2,4,5,5,3,3,5,3,1,Kinh tế - Quản trị kinh doanh - Thương Mại
4,3,5,1,4,5,1,4,2,5,Mỹ thuật - Âm nhạc - Nghệ thuật
5,2,1,2,2,3,1,4,5,1,Thể dục - Thể thao
5,2,5,4,4,2,3,4,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
3,3,1,4,5,2,4,2,4,1,Mỏ - Địa chất
5,1,5,5,4,2,3,5,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
2,3,2,5,3,2,3,2,2,2,Kế toán - Kiểm toán
4,3,3,3,4,5,2,4,1,3,Sư phạm - Giáo dục
3,3,3,4,4,1,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
3,3,4,5,3,1,4,3,3,2,Xây dựng - Kiến trúc - Giao thông
3,2,4,1,4,2,1,3,1,5,Thời trang - May mặc
4,2,2,3,4,5,3,5,1,1,Nhân sự - Hành chính
4,3,3,5,3,1,4,1,3,1,Ô tô - Cơ khí - Chế tạo
1,4,3,5,4,1,4,1,3,1,Công nghệ sinh - Hóa
4,1,4,4,4,3,2,5,2,2,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
3,3,3,4,3,3,4,2,2,1,Công nghệ chế biến thực phẩm
3,2,2,4,3,3,3,2,3,1,Thủy sản - Lâm nghiệp - Nông nghiệp
3,3,3,5,5,1,5,2,3,2,Hàng không - Vũ trụ - Hạt nhân
5,2,2,3,4,5,3,5,1,1,Nhân sự - Hành chính
2,4,5,4,5,1,5,1,1,2,Công nghệ thông tin - Tin học
3,2,4,3,3,5,2,5,1,3,Văn hóa - Chính trị - Khoa học Xã hội
3,4,4,4,3,1,5,1,1,1,Công nghệ vật liệu
2,3,3,5,4,1,4,1,1,1,Công nghệ vật liệu
4,2,2,5,2,3,4,4,3,1,Tài chính - Ngân hàng - Bảo hiểm
4,2,3,4,3,3,4,2,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
4,3,3,5,2,2,4,3,3,1,Tài chính - Ngân hàng - Bảo hiểm
3,1,2,5,5,5,2,2,5,1,Bác sĩ thú y
3,2,2,4,3,5,2,2,5,1,Bác sĩ thú y
4,2,2,5,3,4,3,5,5,1,Công an - Quân đội
3,3,2,5,4,2,4,1,4,1,Hàng hải - Thủy lợi - Thời tiết
2,4,3,4,4,1,4,1,1,2,Công nghệ In - Giấy
2,3,2,5,4,4,3,5,3,1,Luật - Tòa án
4,3,3,3,4,1,4,1,4,1,Hàng hải - Thủy lợi - Thời tiết
3,2,3,4,4,1,5,1,4,1,Ô tô - Cơ khí - Chế tạo
3,2,3,4,4,4,2,5,1,2,Ngoại giao - Ngoại ngữ
4,4,3,5,4,1,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
3,3,3,5,2,1,3,2,2,2,Xây dựng - Kiến trúc - Giao thông
2,2,2,4,5,5,3,2,5,1,Bác sĩ thú y
5,1,4,3,4,2,3,5,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
5,1,3,3,4,4,1,5,1,2,Ngoại giao - Ngoại ngữ
2,4,2,5,3,2,5,1,1,1,Toán học và thống kê
2,4,3,5,4,2,5,1,2,1,Công nghệ vật liệu
3,3,5,2,4,1,2,3,1,5,Thời trang - May mặc
4,4,4,2,4,5,1,3,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
2,2,2,4,4,5,3,2,5,1,Bác sĩ thú y
4,3,2,5,4,5,3,3,5,1,Y - dược
1,4,1,4,5,5,2,3,2,2,Tâm lý
2,3,3,4,2,1,4,1,1,1,Công nghệ In - Giấy
2,4,3,4,4,1,4,2,1,1,Công nghệ vật liệu
4,2,3,5,2,2,3,4,2,1,Tài chính - Ngân hàng - Bảo hiểm
3,3,5,2,4,2,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
2,4,2,5,4,1,4,2,1,1,Toán học và thống kê
2,2,3,5,5,1,4,1,2,1,Hàng không - Vũ trụ - Hạt nhân
3,3,3,5,3,2,3,1,3,2,Công nghệ chế biến thực phẩm
4,3,2,4,3,4,3,4,5,1,Công an - Quân đội
2,4,4,5,4,1,5,1,2,1,Công nghệ vật liệu
2,1,2,4,5,2,4,1,4,1,Mỏ - Địa chất
4,3,4,4,3,3,4,2,2,1,Xây dựng - Kiến trúc - Giao thông
2,4,2,5,4,5,1,4,2,2,Tâm lý
2,5,2,4,4,1,3,1,1,1,Toán học và thống kê
4,3,5,1,4,4,1,4,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
4,3,3,4,4,4,3,4,5,2,Công an - Quân đội
4,2,4,5,4,2,2,3,2,1,Tài chính - Ngân hàng - Bảo hiểm
3,3,4,4,4,1,5,1,3,1,Ô tô - Cơ khí - Chế tạo
3,3,2,5,3,4,3,3,5,1,Y - dược
2,3,4,5,5,2,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
4,3,5,1,4,1,4,1,1,4,Thiết kế đồ họa - Game - Đa phương tiện
3,3,3,5,5,1,5,1,3,1,Hàng không - Vũ trụ - Hạt nhân
3,3,3,3,3,5,2,5,1,2,Sư phạm - Giáo dục
4,4,3,3,4,4,2,4,1,3,Văn hóa - Chính trị - Khoa học Xã hội
2,2,3,4,4,5,2,2,4,2,Bác sĩ thú y
3,4,3,5,5,2,4,1,3,1,Công nghệ sinh - Hóa
2,4,3,5,4,1,5,1,2,1,Công nghiệp bán dẫn
2,5,2,4,4,2,4,1,1,1,Toán học và thống kê
2,4,3,4,3,1,3,1,1,1,Công nghệ In - Giấy
3,3,2,5,4,2,5,1,2,1,Ô tô - Cơ khí - Chế tạo
3,2,4,3,4,4,2,5,1,3,Ngoại giao - Ngoại ngữ
3,3,5,5,3,2,4,2,2,2,Xây dựng - Kiến trúc - Giao thông
3,4,2,5,4,1,5,1,3,1,Ô tô - Cơ khí - Chế tạo
5,1,4,3,4,3,3,4,2,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
5,1,2,2,2,3,1,4,5,1,Thể dục - Thể thao
3,2,1,5,4,4,2,5,3,1,Luật - Tòa án
3,2,2,4,4,5,2,2,5,1,Bác sĩ thú y
5,2,3,5,2,2,3,3,1,1,Tài chính - Ngân hàng - Bảo hiểm
4,4,2,4,5,4,3,4,2,1,Tài nguyên - Môi trường
2,4,2,4,5,5,2,4,2,2,Tâm lý
3,2,2,3,3,4,3,4,5,2,Công an - Quân đội
2,4,2,4,5,5,2,4,2,2,Tâm lý
2,4,2,5,5,5,2,3,2,2,Tâm lý
3,2,5,2,4,1,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
2,3,3,4,4,2,5,3,2,1,Công nghệ chế biến thực phẩm
4,2,3,5,3,2,3,4,2,1,Tài chính - Ngân hàng - Bảo hiểm
3,3,1,5,4,4,3,3,2,1,Tài nguyên - Môi trường
5,1,3,2,5,3,2,5,2,2,Du lịch - Khách sạn
3,4,3,5,4,1,5,1,1,2,Công nghệ vật liệu
5,1,4,3,5,2,3,4,3,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
4,2,3,2,3,5,2,5,1,1,Nhân sự - Hành chính
3,4,3,3,5,5,2,4,2,1,Tâm lý
3,3,1,5,4,2,3,4,2,1,Kế toán - Kiểm toán
2,2,2,5,4,4,3,5,2,1,Luật - Tòa án
2,4,3,5,5,2,4,1,2,2,Công nghệ sinh - Hóa
5,1,2,2,2,3,1,4,5,1,Thể dục - Thể thao
2,5,2,5,4,1,5,1,1,1,Toán học và thống kê
2,2,2,3,3,3,3,2,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
3,3,3,4,3,1,4,1,2,1,Ô tô - Cơ khí - Chế tạo
3,3,3,5,3,5,3,5,3,1,Luật - Tòa án
3,4,3,4,5,2,4,2,2,1,Công nghệ sinh - Hóa
4,2,2,3,2,4,3,4,5,1,Công an - Quân đội
5,1,2,2,5,4,2,5,2,2,Du lịch - Khách sạn
4,2,3,3,3,5,2,5,1,1,Nhân sự - Hành chính
2,4,3,5,5,1,3,1,1,1,Khoa học tự nhiên khác
2,3,3,4,5,1,4,1,4,1,Hàng không - Vũ trụ - Hạt nhân
2,3,3,5,4,5,3,2,5,1,Y - dược
4,3,5,2,4,2,2,4,1,5,Thời trang - May mặc
4,3,3,4,3,5,2,5,1,1,Nhân sự - Hành chính
2,4,2,4,5,4,3,4,2,2,Tâm lý
4,3,3,5,4,1,5,1,2,1,Ô tô - Cơ khí - Chế tạo
4,2,3,5,3,2,3,4,2,1,Tài chính - Ngân hàng - Bảo hiểm
3,3,5,2,4,2,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,3,4,5,4,2,4,2,3,2,Xây dựng - Kiến trúc - Giao thông
3,4,3,5,5,2,5,1,2,1,Điện lạnh - Điện tử - Điện - Tự động hóa
3,3,5,2,4,1,4,2,1,5,Thiết kế đồ họa - Game - Đa phương tiện
3,4,3,5,4,1,5,2,1,1,Công nghệ vật liệu
5,1,4,2,5,4,2,5,2,2,Du lịch - Khách sạn
2,4,3,5,4,2,5,2,1,1,Công nghiệp bán dẫn
3,4,3,3,4,5,1,5,1,2,Văn hóa - Chính trị - Khoa học Xã hội
5,1,5,4,4,1,3,5,3,1,Ngoại thương - Xuất nhập khẩu - Kinh tế quốc tế
3,3,3,4,3,3,4,2,1,1,Công nghệ chế biến thực phẩm
4,1,2,4,3,2,4,2,4,1,Thủy sản - Lâm nghiệp - Nông nghiệp
3,3,3,3,3,5,3,5,2,2,Sư phạm - Giáo dục
3,3,4,2,4,2,4,2,2,5,Thiết kế đồ họa - Game - Đa phương tiện
4,2,3,3,3,5,2,4,1,1,Nhân sự - Hành chính
3,3,3,4,3,3,3,3,2,1,Công nghệ chế biến thực phẩm
3,4,2,4,4,1,5,1,1,2,Công nghiệp bán dẫn
4,3,2,5,4,5,2,5,2,1,Luật - Tòa án
3,4,2,4,3,4,3,4,2,1,Tài nguyên - Môi trường
2,5,3,4,4,2,5,1,1,1,Công nghiệp bán dẫn
3,3,2,5,3,5,3,2,5,1,Y - dược
2,4,3,5,5,2,4,1,2,1,Công nghệ sinh - Hóa
4,1,2,4,5,4,2,5,1,2,Ngoại giao - Ngoại ngữ
2,5,3,5,4,1,4,2,1,1,Toán học và thống kê
3,3,3,5,4,1,5,1,2,1,Ô tô - Cơ khí - Chế tạo
3,3,2,5,4,4,2,5,2,1,Luật - Tòa án
3,2,2,4,4,5,3,1,5,1,Bác sĩ thú y
3,2,4,5,3,2,2,4,2,1,Tài chính - Ngân hàng - Bảo hiểm
2,5,3,5,4,1,4,1,1,1,Toán học và thống kê
4,4,5,1,4,5,1,4,1,5,Mỹ thuật - Âm nhạc - Nghệ thuật
