thoi_gian,nganh_hoc,gioi_tinh,to_hop_thi,likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,muc_tieu_ma,muc_tieu_nhan,ghi_chu_thieu_du_lieu,ma_nganh,ma_khoi_nganh,ten_khoi_nganh
8/13/2026 15:56,Công nghệ tài chính,Nữ,D01,3,5,4,2,4,4,4,4,4,4,8.5,,6.8,7.0,,,,,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/12/2026 16:13,Đảm bảo chất lượng và an toàn thực phẩm,Nam,B08,2,2,2,4,5,5,2,4,2,2,,,6.75,5.25,,,,,,6.5,4,Chưa xác định,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 11:11,Quản trị nhà hàng và dịch vụ ăn uống,Nam,C00,1,5,1,1,1,1,1,1,1,1,6.0,7.0,,,,,8.0,,,,3,Kinh doanh,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 21:31,Công nghệ kỹ thuật điện - điện tử,Nữ,A00,2,4,5,5,4,1,1,2,3,2,,,,8.0,,,,7.75,5.75,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/12/2026 17:23,Công nghệ kỹ thuật hóa học,Nam,A00,2,3,3,3,5,5,3,2,2,2,,,,5.0,,,,9.5,5.25,,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/13/2026 11:30,Công nghệ kỹ thuật hóa học,Nữ,A00,2,5,4,4,4,5,4,4,4,4,,,,7.0,,,,7.0,7.5,,4,Chưa xác định,,7510401,3,Kỹ thuật & Công nghệ
7/21/2026 15:29,Ngôn ngữ Anh,Nam,D01,4,4,5,2,3,2,4,4,3,4,8.0,,9.0,7.0,,,,,,,2,Nghiên cứu,,7220201,6,Ngoại ngữ
8/13/2026 11:10,Quản trị khách sạn,Nữ,C00,4,4,5,5,5,4,5,5,5,5,8.75,7.0,,,,,9.0,,,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 10:02,Trí tuệ nhân tạo,Nam,D07,1,4,4,5,5,1,1,2,3,1,,,8.25,6.0,,,,,6.75,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/14/2026 10:19,Công nghệ thực phẩm,Nam,D07,3,3,5,3,4,2,3,3,3,3,,,6.5,6.5,,,,,7.75,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 11:02,Quản trị kinh doanh,Nữ,D01,4,3,5,5,5,5,4,5,5,5,7.0,,6.0,7.0,,,,,,,3,Kinh doanh,,7340101,1,Kinh doanh & Quản lý
8/12/2026 16:29,Du lịch,Nam,A01,4,1,2,2,2,2,2,5,3,2,,,8.75,8.25,,,,6.0,,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 16:39,Công nghệ kỹ thuật điện - điện tử,Nam,A00,4,4,5,4,4,5,5,4,4,5,,,,8.0,,,,7.25,8.5,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/14/2026 10:15,Ngôn ngữ Anh,Nam,D01,3,4,4,4,5,4,5,5,3,2,5.5,,8.0,8.0,,,,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/15/2026 19:42,Kế toán,Nữ,A00,5,1,3,3,2,2,1,2,3,3,,,,8.0,,,,8.5,7.0,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/15/2026 19:28,Quản trị kinh doanh,Nữ,D01,5,2,3,4,3,1,2,2,2,2,7.75,,8.75,8.5,,,,,,,4,Chưa xác định,,7340101,1,Kinh doanh & Quản lý
8/10/2026 11:44,Công nghệ thực phẩm,Nữ,B00,2,4,3,4,3,5,4,5,3,4,,,,7.4,,,,,8.5,8.0,2,Nghiên cứu,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/15/2026 19:09,Marketing,Nữ,D01,5,1,3,3,3,2,2,2,4,2,9.5,,7.0,5.75,,,,,,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/10/2026 11:59,Công nghệ tài chính,Nam,D01,1,1,3,5,4,4,4,2,2,3,6.0,,7.5,8.5,,,,,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/11/2026 15:09,Công nghệ kỹ thuật cơ điện tử,Nam,A00,5,5,5,5,5,5,4,4,4,4,,,,7.0,,,,8.0,9.0,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/14/2026 12:42,Khoa học chế biến món ăn,Nam,D01,2,3,2,3,3,4,2,4,3,2,9.25,,6.0,9.0,,,,,,,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 9:33,Kinh doanh thời trang và dệt may,Nữ,A01,3,2,4,3,3,1,2,2,2,4,,,8.75,6.0,,,,9.0,,,1,Đi làm,,7340123,1,Kinh doanh & Quản lý
8/12/2026 16:17,Marketing,Nữ,C00,5,3,4,3,4,4,3,3,3,2,8.0,7.25,,,,,7.0,,,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
7/21/2026 18:53,Quản lý tài nguyên và môi trường,Nữ,A00,2,3,3,3,4,3,4,2,2,1,,,,5.0,,,,7.75,8.5,,1,Đi làm,,7850101,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 14:14,Công nghệ kỹ thuật điện - điện tử,Nam,A00,5,4,4,3,3,4,4,4,4,4,,,,7.0,,,,7.0,7.0,,4,Chưa xác định,,7510301,3,Kỹ thuật & Công nghệ
8/13/2026 16:02,Công nghệ thông tin,Nam,A00,5,1,4,5,5,1,4,4,4,3,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/13/2026 10:13,Công nghệ vật liệu,Nam,B00,3,2,2,4,4,4,3,3,2,1,,,,7.75,,,,,5.0,5.75,4,Chưa xác định,,7510402,3,Kỹ thuật & Công nghệ
8/12/2026 16:14,Công nghệ thông tin,Nam,A00,5,2,3,3,4,4,5,5,5,5,,,,8.0,,,,8.0,8.0,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/11/2026 14:53,Tài chính ngân hàng,Nữ,D01,3,3,3,4,3,3,3,4,4,4,7.0,,7.0,7.5,,,,,,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/11/2026 13:30,Công nghệ kỹ thuật hóa học,Nam,D07,3,4,5,5,3,5,3,4,3,3,,,5.5,6.6,,,,,7.4,,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/14/2026 21:37,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,D07,1,5,3,4,3,1,1,1,2,1,,,8.5,7.5,,,,,8.25,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/11/2026 15:57,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,C00,4,5,5,4,3,5,5,5,5,5,8.75,7.25,,,,,7.75,,,,4,Chưa xác định,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 16:30,"Công nghệ dệt, may",Nữ,D01,1,3,1,3,1,1,4,5,1,1,8.5,,5.0,5.0,,,,,,,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/13/2026 16:33,Kinh doanh quốc tế,Nam,D01,3,2,4,4,4,4,3,3,3,3,9.0,,7.0,8.0,,,,,,,1,Đi làm,,7340120,1,Kinh doanh & Quản lý
8/11/2026 17:29,Tài chính ngân hàng,Nam,A01,4,1,3,5,2,2,2,2,2,2,,,7.25,6.5,,,,7.25,,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
7/25/2026 20:11,Du lịch,Nam,D01,5,1,3,2,3,2,2,3,3,3,9.0,,7.25,9.5,,,,,,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 15:43,Công nghệ thực phẩm,Nữ,B00,3,2,2,5,3,3,3,5,4,5,,,,8.25,,,,,8.4,8.0,2,Nghiên cứu,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/15/2026 19:52,Trí tuệ nhân tạo,Nữ,D01,1,4,4,5,5,1,1,1,3,2,6.0,,5.75,5.75,,,,,,,1,Đi làm,,7480107,0,CNTT & Máy tính
8/13/2026 16:33,Công nghệ kỹ thuật cơ điện tử,Nam,D01,5,1,5,5,5,5,5,5,5,4,8.25,,6.0,9.2,,,,,,,4,Chưa xác định,,7510203,3,Kỹ thuật & Công nghệ
7/18/2026 15:22,Tài chính ngân hàng,Nữ,D01,4,4,4,4,4,2,4,4,4,4,8.5,,6.0,7.5,,,,,,,3,Kinh doanh,,7340201,1,Kinh doanh & Quản lý
8/11/2026 14:56,Luật kinh tế,Nữ,A00,1,4,1,5,4,4,5,5,5,3,,,,8.0,,,,7.75,8.25,,1,Đi làm,,7380107,5,Luật
7/21/2026 18:51,Công nghệ kỹ thuật hóa học,Nam,D07,3,2,2,4,4,5,3,2,3,2,,,6.0,7.25,,,,,6.75,,1,Đi làm,,7510401,3,Kỹ thuật & Công nghệ
8/13/2026 16:04,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A01,3,3,3,3,4,3,2,4,4,2,,,7.0,8.5,,,,9.5,,,2,Nghiên cứu,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 10:40,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,D01,5,3,3,3,5,2,3,4,2,3,7.5,,6.0,7.0,,,,,,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 10:28,Công nghệ kỹ thuật môi trường,Nữ,C00,1,4,2,1,5,2,5,4,2,1,6.0,5.25,,,,,6.0,,,,1,Đi làm,,7510406,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:55,Công nghệ thực phẩm,Nữ,A00,3,3,3,3,4,4,4,4,4,4,,,,7.0,,,,8.0,8.0,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 11:00,Công nghệ thông tin,Nam,A00,1,5,3,3,3,3,3,4,5,1,,,,8.0,,,,8.0,8.0,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
7/22/2026 18:21,Công nghệ kỹ thuật cơ điện tử,Nữ,A01,3,4,4,5,5,1,2,2,3,1,,,7.75,5.25,,,,6.25,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/13/2026 16:24,Công nghệ chế tạo máy,Nam,A01,1,3,2,3,2,1,1,4,2,2,,,7.0,7.0,,,,6.0,,,1,Đi làm,,7510202,3,Kỹ thuật & Công nghệ
8/14/2026 10:14,Quản lý Công nghiệp,Nam,A00,5,2,5,5,2,2,1,2,3,3,,,,6.25,,,,5.5,7.0,,1,Đi làm,,7510601,1,Kinh doanh & Quản lý
8/12/2026 17:15,Thương mại điện tử,Nam,D07,5,2,4,4,3,2,1,2,4,2,,,6.0,7.75,,,,,8.25,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
7/22/2026 18:16,Thương mại điện tử,Nữ,D01,4,2,4,3,2,2,2,2,4,3,7.75,,8.5,6.5,,,,,,,1,Đi làm,,7340122,1,Kinh doanh & Quản lý
8/11/2026 15:41,Công nghệ sinh học,Nữ,B00,4,3,3,4,4,4,4,5,5,5,,,,6.5,,,,,7.0,6.5,1,Đi làm,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 9:08,Logistics và quản lý chuỗi cung ứng,Nam,A00,5,2,5,5,2,2,1,2,3,3,,,,9.0,,,,5.75,5.75,,3,Kinh doanh,,7510605,1,Kinh doanh & Quản lý
8/11/2026 17:20,Quản trị kinh doanh,Nam,D01,5,2,5,3,3,1,1,1,4,3,8.0,,6.25,9.0,,,,,,,1,Đi làm,,7340101,1,Kinh doanh & Quản lý
8/13/2026 10:02,An toàn thông tin,Nam,D01,1,4,5,5,3,1,2,1,1,1,7.5,,8.5,7.25,,,,,,,1,Đi làm,,7480202,0,CNTT & Máy tính
8/11/2026 12:59,Kế toán,Nữ,A00,4,2,5,3,4,1,1,3,4,1,,,,5.5,,,,7.8,6.8,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/14/2026 11:04,Ngôn ngữ Anh,Nam,D01,3,3,4,4,5,1,4,2,3,3,8.0,,9.0,8.0,,,,,,,3,Kinh doanh,,7220201,6,Ngoại ngữ
7/18/2026 15:08,Marketing,Nữ,A01,3,4,4,4,5,3,4,4,4,5,,,7.2,8.8,,,,8.25,,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/14/2026 11:00,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A00,1,5,1,3,1,5,5,1,1,1,,,,8.0,,,,6.5,5.0,,2,Nghiên cứu,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 11:44,Công nghệ kỹ thuật điện - điện tử,Nam,A01,5,3,5,5,5,5,5,5,5,5,,,6.0,10.0,,,,10.0,,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/14/2026 9:18,Công nghệ kỹ thuật điều khiển và TĐH,Nam,A00,1,1,1,1,5,5,5,5,5,3,,,,7.0,,,,5.0,6.0,,4,Chưa xác định,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 10:10,Quản trị kinh doanh thực phẩm,Nữ,D01,2,3,3,3,5,3,3,3,4,4,8.0,,7.0,7.0,,,,,,,2,Nghiên cứu,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 17:16,Quản trị khách sạn,Nam,A01,5,1,2,3,3,1,1,3,3,2,,,5.0,8.25,,,,6.5,,,1,Đi làm,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 15:34,Khoa học dữ liệu,Nữ,D01,2,4,3,4,5,3,4,4,5,5,7.8,,7.0,8.0,,,,,,,1,Đi làm,,7460108,0,CNTT & Máy tính
8/11/2026 12:59,Kế toán,Nữ,A00,5,3,4,3,5,4,3,1,5,3,,,,6.0,,,,5.5,7.0,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/13/2026 16:40,Kỹ thuật nhiệt,Nam,D01,5,1,5,5,3,5,5,5,3,3,7.0,,3.0,6.0,,,,,,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/14/2026 10:19,Đảm bảo chất lượng và an toàn thực phẩm,Nữ,A00,1,4,2,2,2,2,4,3,2,3,,,,4.5,,,,4.75,6.25,,1,Đi làm,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
7/20/2026 12:31,Công nghệ kỹ thuật hóa học,Nam,B00,5,1,5,5,5,5,5,5,5,3,,,,7.6,,,,,7.6,6.5,3,Kinh doanh,,7510401,3,Kỹ thuật & Công nghệ
8/13/2026 14:52,Khoa học dữ liệu,Nữ,A00,1,5,4,5,5,1,2,1,1,2,,,,6.0,,,,9.5,9.5,,1,Đi làm,,7460108,0,CNTT & Máy tính
8/11/2026 17:26,Kỹ thuật nhiệt,Nữ,A00,3,4,5,5,3,2,1,2,3,2,,,,6.5,,,,8.0,5.25,,1,Đi làm,,7520115,3,Kỹ thuật & Công nghệ
8/13/2026 13:33,Khoa học chế biến món ăn,Nữ,B00,2,3,3,5,5,5,2,5,3,1,,,,5.0,,,,,8.5,5.0,1,Đi làm,,7819010,2,"Du lịch, Khách sạn & Ẩm thực"
7/20/2026 14:52,Công nghệ thông tin,Nam,A00,2,2,3,3,4,2,2,2,2,3,,,,6.8,,,,6.3,6.3,,4,Chưa xác định,,7480201,0,CNTT & Máy tính
8/13/2026 13:24,Công nghệ tài chính,Nam,D01,4,1,4,5,3,2,1,2,4,3,6.75,,6.5,6.75,,,,,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/11/2026 12:44,Công nghệ thực phẩm,Nữ,D07,2,5,3,4,3,2,3,4,3,3,,,7.2,4.5,,,,,4.2,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:59,Công nghệ thông tin,Nữ,A00,2,5,5,5,5,5,4,4,5,4,,,,8.0,,,,8.0,7.5,,1,Đi làm,,7480201,0,CNTT & Máy tính
8/14/2026 10:56,Công nghệ kỹ thuật hóa học,Nam,A00,3,4,3,4,3,4,3,5,2,2,,,,9.0,,,,8.5,8.0,,2,Nghiên cứu,,7510401,3,Kỹ thuật & Công nghệ
8/13/2026 14:38,Luật kinh tế,Nữ,D01,4,2,2,4,5,2,1,1,4,1,8.0,,6.75,7.0,,,,,,,3,Kinh doanh,,7380107,5,Luật
8/14/2026 10:42,Kinh doanh quốc tế,Nữ,A01,5,3,5,3,5,5,5,5,5,3,,,5.75,7.25,,,,5.0,,,2,Nghiên cứu,,7340120,1,Kinh doanh & Quản lý
7/20/2026 14:34,Công nghệ kỹ thuật điện - điện tử,Nam,D01,3,4,4,4,4,4,4,2,1,1,6.0,,4.0,8.0,,,,,,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/14/2026 20:58,An toàn thông tin,Nam,X26,1,5,5,5,4,2,2,1,2,1,,,5.25,9.5,,6.25,,,,,1,Đi làm,,7480202,0,CNTT & Máy tính
8/12/2026 16:44,Luật kinh tế,Nữ,A00,3,2,3,3,4,4,4,5,4,2,,,,7.6,,,,6.75,8.75,,1,Đi làm,,7380107,5,Luật
8/13/2026 13:43,Công nghệ vật liệu,Nam,D07,3,3,3,5,3,4,3,3,3,1,,,7.75,8.75,,,,,5.75,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/11/2026 13:18,Công nghệ vật liệu,Nữ,B00,3,4,4,3,3,4,5,4,3,3,,,,5.5,,,,,8.25,7.5,4,Chưa xác định,,7510402,3,Kỹ thuật & Công nghệ
8/13/2026 10:23,Khoa học dữ liệu,Nữ,A00,5,1,5,4,5,5,5,5,5,5,,,,8.25,,,,8.0,8.25,,4,Chưa xác định,,7460108,0,CNTT & Máy tính
8/11/2026 12:47,Kế toán,Nữ,A00,5,1,5,3,4,2,5,5,2,2,,,,5.6,,,,8.5,6.8,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/11/2026 12:46,An toàn thông tin,Nam,A01,2,1,5,5,5,1,1,1,5,1,,,9.0,8.0,,,,8.0,,,1,Đi làm,,7480202,0,CNTT & Máy tính
8/11/2026 17:17,Quản trị dịch vụ du lịch và lữ hành,Nam,A01,4,2,2,3,2,2,1,4,3,2,,,6.75,7.25,,,,7.5,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 9:39,Tài chính ngân hàng,Nam,A00,4,2,5,5,3,2,4,5,5,4,,,,8.1,,,,8.0,8.4,,3,Kinh doanh,,7340201,1,Kinh doanh & Quản lý
8/11/2026 13:35,Kinh doanh thời trang và dệt may,Nữ,A00,4,4,4,4,4,3,4,5,4,5,,,,8.0,,,,8.0,8.0,,3,Kinh doanh,,7340123,1,Kinh doanh & Quản lý
8/12/2026 16:55,Công nghệ thực phẩm,Nữ,B00,4,3,5,4,4,3,3,3,2,3,,,,8.0,,,,,7.8,9.0,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 17:17,Du lịch,Nữ,A01,4,1,3,3,3,2,1,3,3,2,,,6.75,6.0,,,,6.5,,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
7/18/2026 16:17,Luật kinh tế,Nam,A00,4,2,4,4,5,3,4,3,5,4,,,,8.0,,,,8.0,7.8,,3,Kinh doanh,,7380107,5,Luật
8/11/2026 17:26,Công nghệ kỹ thuật môi trường,Nam,B00,2,2,2,5,5,3,4,3,2,1,,,,5.0,,,,,5.25,9.25,1,Đi làm,,7510406,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 10:17,Marketing,Nữ,A01,4,3,3,3,4,3,3,4,4,4,,,4.25,5.5,,,,6.25,,,4,Chưa xác định,,7340115,1,Kinh doanh & Quản lý
8/14/2026 9:37,Công nghệ vật liệu,Nam,A00,3,3,4,3,4,5,4,3,3,3,,,,7.0,,,,7.0,7.1,,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/13/2026 16:32,"Công nghệ dệt, may",Nữ,D01,4,3,4,4,4,4,4,4,4,4,8.0,,5.0,6.0,,,,,,,3,Kinh doanh,,7540204,3,Kỹ thuật & Công nghệ
8/12/2026 17:34,Công nghệ kỹ thuật cơ điện tử,Nam,D07,2,4,3,4,4,2,1,1,1,2,,,5.75,6.75,,,,,8.5,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/15/2026 20:09,Marketing,Nam,D07,4,3,5,4,2,1,2,1,3,3,,,8.0,7.75,,,,,5.5,,1,Đi làm,,7340115,1,Kinh doanh & Quản lý
8/14/2026 9:34,Ngôn ngữ Anh,Nữ,A01,1,1,1,1,1,3,2,2,2,3,,,5.0,7.5,,,,8.0,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/12/2026 16:57,Công nghệ vật liệu,Nữ,B00,3,2,3,3,4,5,2,2,2,2,,,,9.0,,,,,7.25,7.0,1,Đi làm,,7510402,3,Kỹ thuật & Công nghệ
8/12/2026 16:22,Quản trị nhà hàng và dịch vụ ăn uống,Nữ,D01,4,4,5,3,2,2,4,3,3,4,8.25,,7.0,8.0,,,,,,,3,Kinh doanh,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/12/2026 15:15,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,3,4,3,4,3,3,3,3,3,3,7.5,8.5,,,,,8.25,,,,3,Kinh doanh,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
8/11/2026 13:51,Công nghệ thực phẩm,Nữ,D07,5,3,3,3,2,3,3,4,3,4,,,5.25,6.0,,,,,6.75,,2,Nghiên cứu,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 9:47,Ngôn ngữ Anh,Nữ,D01,3,4,4,5,5,3,4,4,4,4,8.25,,7.0,7.5,,,,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/14/2026 10:25,Công nghệ thực phẩm,Nữ,A00,3,2,4,4,4,5,4,4,3,2,,,,9.0,,,,9.0,9.0,,2,Nghiên cứu,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 12:44,Công nghệ sinh học,Nam,B00,4,2,3,3,4,5,4,3,1,2,,,,8.0,,,,,6.75,9.0,2,Nghiên cứu,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
8/11/2026 13:16,Quản trị dịch vụ du lịch và lữ hành,Nữ,C00,3,3,4,3,3,3,4,4,4,4,8.25,8.0,,,,,8.0,,,,1,Đi làm,,7810103,2,"Du lịch, Khách sạn & Ẩm thực"
7/25/2026 20:14,Quản trị kinh doanh thực phẩm,Nam,A01,3,2,2,5,4,3,2,4,3,2,,,9.5,5.25,,,,8.5,,,3,Kinh doanh,,7340129,4,"Thực phẩm, Sinh học & Môi trường"
7/21/2026 15:39,Ngôn ngữ Anh,Nữ,D09,5,3,4,4,5,3,5,4,4,4,,,6.25,6.75,,,8.0,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/11/2026 15:24,Công nghệ thực phẩm,Nam,A00,5,5,4,4,4,5,5,5,4,5,,,,6.6,,,,8.25,8.25,,1,Đi làm,,7540101,4,"Thực phẩm, Sinh học & Môi trường"
8/14/2026 21:14,Công nghệ tài chính,Nam,D01,4,3,4,5,3,1,2,2,2,3,7.75,,8.25,8.5,,,,,,,1,Đi làm,,7340205,1,Kinh doanh & Quản lý
8/14/2026 10:23,Công nghệ kỹ thuật cơ điện tử,Nam,A01,3,1,3,3,2,2,3,2,1,2,,,5.5,8.25,,,,6.5,,,1,Đi làm,,7510203,3,Kỹ thuật & Công nghệ
8/14/2026 10:52,Luật,Nữ,D01,3,3,3,3,3,3,3,3,4,3,7.25,,7.0,8.0,,,,,,,1,Đi làm,,7380101,5,Luật
7/18/2026 23:12,Tài chính ngân hàng,Nữ,A01,3,3,3,3,3,3,3,4,3,3,,,8.0,8.0,,,,8.0,,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
8/13/2026 15:38,"Công nghệ dệt, may",Nữ,B08,5,4,5,4,5,4,5,5,5,5,,,7.0,8.0,,,,,,8.0,1,Đi làm,,7540204,3,Kỹ thuật & Công nghệ
8/14/2026 20:21,Công nghệ thông tin,Nữ,D07,1,5,3,5,4,1,1,2,1,2,,,9.5,5.5,,,,,6.0,,3,Kinh doanh,,7480201,0,CNTT & Máy tính
8/11/2026 12:48,Kế toán,Nữ,C01,3,4,5,4,5,4,5,5,5,4,9.0,,,7.75,,,,7.0,,,1,Đi làm,,7340301,1,Kinh doanh & Quản lý
8/14/2026 21:47,Công nghệ kỹ thuật điều khiển và TĐH,Nữ,C01,1,4,4,5,4,1,2,2,2,1,6.25,,,9.5,,,,8.5,,,1,Đi làm,,7510303,3,Kỹ thuật & Công nghệ
8/14/2026 20:04,Tài chính ngân hàng,Nữ,A01,4,2,3,3,2,1,2,2,3,2,,,8.0,8.25,,,,9.25,,,1,Đi làm,,7340201,1,Kinh doanh & Quản lý
7/20/2026 14:12,Công nghệ kỹ thuật điện - điện tử,Nam,A00,5,1,4,4,2,5,3,5,3,3,,,,7.0,,,,8.0,7.25,,1,Đi làm,,7510301,3,Kỹ thuật & Công nghệ
8/14/2026 10:16,An toàn thông tin,Nam,A01,2,5,4,4,3,4,5,3,4,5,,,5.5,7.25,,,,5.5,,,4,Chưa xác định,,7480202,0,CNTT & Máy tính
7/20/2026 17:21,Thương mại điện tử,Nữ,A00,5,1,4,3,5,3,3,5,3,5,,,,7.5,,,,8.5,8.0,,3,Kinh doanh,,7340122,1,Kinh doanh & Quản lý
8/12/2026 16:45,Ngôn ngữ Anh,Nữ,D09,4,2,4,3,5,2,2,2,2,2,,,8.5,5.75,,,6.75,,,,1,Đi làm,,7220201,6,Ngoại ngữ
8/12/2026 15:19,Luật,Nữ,D01,5,3,4,4,4,4,4,4,4,3,8.0,,7.0,5.0,,,,,,,1,Đi làm,,7380101,5,Luật
8/11/2026 12:34,Kế toán,Nữ,D09,4,2,5,3,3,3,4,5,4,3,,,4.0,6.5,,,8.0,,,,3,Kinh doanh,,7340301,1,Kinh doanh & Quản lý
8/11/2026 17:22,Công nghệ chế biến thủy sản,Nữ,D07,3,2,2,4,5,4,2,4,2,2,,,8.75,7.5,,,,,7.25,,3,Kinh doanh,,7540105,4,"Thực phẩm, Sinh học & Môi trường"
8/13/2026 16:03,Quản trị khách sạn,Nam,D01,5,1,4,3,5,4,4,5,5,4,8.5,,7.6,8.2,,,,,,,3,Kinh doanh,,7810201,2,"Du lịch, Khách sạn & Ẩm thực"
8/14/2026 11:51,Du lịch,Nam,A00,5,4,3,5,5,5,5,5,4,4,,,,7.0,,,,6.0,8.0,,1,Đi làm,,7810101,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 15:44,Luật kinh tế,Nữ,A00,3,3,3,4,4,3,3,3,4,4,,,,8.25,,,,8.0,8.0,,1,Đi làm,,7380107,5,Luật
7/20/2026 14:22,Quản trị nhà hàng và dịch vụ ăn uống,Nam,A00,4,1,3,2,2,1,1,5,2,3,,,,6.25,,,,5.75,8.0,,1,Đi làm,,7810202,2,"Du lịch, Khách sạn & Ẩm thực"
8/13/2026 15:51,Đảm bảo chất lượng và an toàn thực phẩm,Nữ,D01,5,2,3,2,2,3,3,3,3,3,7.0,,7.0,8.0,,,,,,,3,Kinh doanh,,7540106,4,"Thực phẩm, Sinh học & Môi trường"
8/12/2026 15:24,Công nghệ sinh học,Nữ,B00,3,5,4,3,4,3,5,5,4,2,,,,8.0,,,,,8.3,8.0,2,Nghiên cứu,,7420201,4,"Thực phẩm, Sinh học & Môi trường"
